Site,x,y,Wave Power (kwhr/m),1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,BAD_FLAG
MAR-04020,-170.510684,25.356282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MAR-04008,-170.515806,25.317464,112192.0238,90889.3016,157416.7026,133958.3023,151632.3027,101806.8018,111538.4019,119072.502,135219.1023,83155.90141,79512.90143,113459.302,127453.5022,135984.0024,93532.60152,81979.40144,125853.4021,125241.3021,114301.6018,129221.4021,123769.5022,96132.6016,89665.50153,106507.5019,92549.20172,118668.3021,119123.3021,108481.9018,112349.2019,110249.1019,102409.5018,107939.6019,91070.80167,0
MAR-04083,-170.591166,25.422119,2238.406289,1482.30003,6740.900123,1831.100039,3184.100055,2033.600043,1261.000025,549.9000139,8052.500133,2626.200043,1687.400023,1905.700033,2984.400056,1547.900024,1097.800019,1726.300031,4400.40009,527.7000103,5251.600075,3716.000067,1161.900023,2347.900041,849.7000127,2047.700043,1689.300019,760.8000126,4024.300061,1497.200026,1397.000033,803.900012,479.5000057,608.8000097,1354.200022,0
MAR-04096,-170.586238,25.417162,581.4125103,674.8000154,1418.600019,1001.600024,244.7000084,629.4000072,439.2000079,45.20000076,415.2000065,4103.200081,132.2000022,406.5000048,581.8000107,32.60000086,332.5000057,282.0000067,247.7000046,163.8000031,2042.500022,624.3000116,221.3000059,124.1000004,637.1000099,74.80000067,734.1000128,221.8000064,885.9000158,322.0000072,335.0000052,273.9000034,565.0000086,197.2000046,195.2000051,0
PHR-04063,-175.808709,27.78026,38588.26941,31679.90055,32922.60052,38214.10063,51148.90085,33701.50057,31867.60055,44372.30081,41823.90078,20779.40034,26934.90047,54928.50093,51412.50094,29181.30052,29034.00047,24732.60044,58152.10105,24837.30041,48790.70088,34533.20058,46328.10078,54012.30087,38986.80061,48467.90083,35474.00061,28601.00052,31452.20055,29396.40051,41591.80072,41333.7007,42847.60071,48376.6008,38908.90065,0
KIN-00333,-162.4371564,6.41245063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FFS-04127,-166.086826,23.644129,75787.98568,63145.30106,78959.7014,69854.7012,105888.0018,66820.80111,49928.00085,106101.4018,75408.5013,63805.5011,63346.70107,84596.20145,116735.1021,67256.50121,57345.70098,58204.50103,95085.90163,49910.90085,71625.8012,68142.20119,90141.4015,80316.80137,60544.20104,79893.70134,75284.50123,81478.50142,65341.50118,61889.80105,91500.30156,82066.40138,85316.70148,95731.70167,63548.60109,0
FFS-04141,-166.21938,23.64612,15351.37214,13853.50024,20706.20043,12818.50021,21568.30039,13760.60022,13278.00023,16577.00026,23478.7004,28744.60049,11845.80021,13295.30022,24417.50043,19596.30035,16291.20025,19005.4003,18992.60032,9993.50017,16167.20027,19378.20034,13075.30022,9971.300184,10890.30017,12119.80021,12640.70021,10083.90016,13702.00022,13761.30022,12441.9002,9539.30015,18885.30036,12618.50022,7745.900137,0
MAR-04078,-170.632422,25.402537,51217.41963,39139.10067,98196.4016,74165.50131,69209.30131,44667.70079,70006.0012,45955.40075,68300.00109,43609.40077,31118.50058,37453.00063,38199.40069,76441.40139,49320.70082,43937.10076,53910.20086,68671.80113,61971.00087,77312.20124,47691.6008,27449.10045,37030.20064,41025.80077,37984.40069,52445.30096,75042.40134,50386.40086,30632.70054,42712.40069,38899.50068,30293.60057,35779.90066,0
PHR-04071,-175.879267,27.784334,28965.64737,23088.80041,25659.40043,27989.40049,32071.20053,26184.10044,24032.3004,36213.00068,29330.50055,13820.30022,20992.30037,42371.80069,34367.50058,20892.00037,23915.40038,16240.60029,43078.20076,20798.50035,35885.30065,26441.20044,36640.50063,40500.90062,29629.40048,38886.30069,28601.9005,22578.90042,26647.30045,23699.10041,28827.20052,33880.60056,29040.8005,35253.80059,29342.20049,0
KIN-00329,-162.4738217,6.38804387,90048.83904,72017.70123,121328.9021,90168.10144,112618.9019,116121.402,85359.30151,100728.9017,104502.0018,123415.2021,100707.0017,95687.20162,85817.30146,106424.1018,113340.6019,105866.9018,76549.50138,89752.30157,86728.70144,105424.1017,117065.502,71573.00126,78242.40129,61399.60109,80589.70134,85352.50149,92305.30154,83595.80139,54377.30095,60444.90108,63006.20109,71207.90124,69844.60125,0
KIN-00345,-162.4373429,6.39347979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIN-00336,-162.4583038,6.38086662,31327.27866,24482.00043,40581.2007,30573.60049,38395.00064,30722.80053,36995.10062,37081.40064,27027.30045,45844.5008,53840.90093,39992.70071,38064.40064,36563.00066,34139.00058,36190.30058,24313.40043,30516.70052,31930.10054,32223.70053,35769.1006,29871.80055,25065.00045,19178.30035,23366.40036,23954.80043,24242.00043,17750.40031,23124.50038,23009.80038,25826.50046,31703.50056,30133.70054,0
FFS-04130,-166.321317,23.814193,201901.2754,171144.403,282487.1048,221935.6039,196413.5033,282583.705,196679.1033,200093.9035,277777.1047,238264.2039,190344.0032,164373.403,130739.4023,233332.5039,237827.9041,236297.6041,177339.2031,234204.404,186122.5033,216878.0038,250299.4044,155275.2026,196678.7032,163009.6027,178161.9032,206622.5035,222345.6037,224487.7041,130175.2023,166464.0028,149754.0027,169183.2028,173546.2031,0
FFS-04149,-166.250265,23.879402,237465.3197,215736.4037,295182.805,243115.9043,245237.4041,302506.4054,222247.7037,253143.7044,285532.5048,277843.9045,236155.3041,225970.504,213299.4037,259324.2043,268947.8046,273386.9048,189330.3033,256965.3044,254251.6045,257395.1045,270279.4047,183012.403,207001.6034,193955.7033,214371.2038,253125.1043,258549.2044,243413.1044,180546.6032,206184.8035,178486.6032,219828.2037,214563.1037,0
FFS-04140,-166.292711,23.877309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MAR-04079,-170.624549,25.389744,90802.58279,69652.6012,144683.8024,121094.902,110618.5021,109088.102,101789.9017,68132.20106,142566.7022,73007.30122,73365.70128,60517.50097,59345.9011,118076.4021,90637.80145,90006.90149,72502.10119,130142.4022,102674.1016,122654.402,94470.20159,51109.90087,79741.40129,76527.40129,70060.00135,90233.60159,127778.4022,114009.3018,59752.30101,74450.00124,70680.30126,65832.60123,70480.00128,0
MAR-04073,-170.585875,25.414761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHR-04048,-175.861039,27.789216,24510.31604,19647.00033,22827.00039,24156.80043,26986.10044,22345.10038,21453.70035,25415.70046,25254.80046,12130.60019,17265.30032,28686.00049,25234.70042,17335.1003,19582.80031,14743.60025,41188.50074,16560.70029,30633.20053,23497.1004,30980.40054,35070.90052,26613.20043,33301.20059,23877.00043,18105.40035,24464.10041,21261.90037,26272.80047,30456.2005,23562.30039,30145.9005,25275.00043,0
PHR-04078,-175.95775,27.75418,110355.2238,75665.50131,149605.2025,150093.6026,106588.8018,127782.5023,131663.2022,94413.6017,159482.1029,67505.40114,89051.30151,94329.60172,78077.50135,134671.5025,99479.50167,91825.50156,109634.7018,154740.4025,131046.1022,143261.4026,137585.2024,85100.20135,101732.2016,110094.8018,91234.30166,114407.5021,130035.4024,135925.5025,76703.90131,100976.9017,78089.90127,86526.60135,94037.30147,0
KIN-00306,-162.4792492,6.39240012,97944.1798,87617.20148,130078.9023,103299.1017,118523.702,119377.702,95627.40165,106740.5018,106930.5018,136818.8023,95245.0016,98429.10166,102776.2018,121592.5021,121388.802,121059.8021,100038.1018,92485.70161,89887.40148,111483.9018,133894.2023,80754.70142,84816.5014,65060.70115,87990.00148,87656.30153,97625.90161,91028.7015,62511.3011,62085.60113,63742.60109,82953.70146,74693.20134,0
PHR-04075,-175.941053,27.755772,37539.58189,29989.70052,32217.30051,37608.50062,48453.2008,33172.00056,31248.30055,43701.2008,41191.10075,20033.30033,26725.40046,52961.6009,48941.50091,27996.60049,28725.20046,24506.50044,56565.20102,24342.70041,48074.10086,34118.10057,45475.30076,52221.40082,38192.1006,46710.50081,34881.80061,27574.50051,31223.80054,28873.8005,39384.20068,40063.90068,40969.60068,47342.00079,37782.20063,0
PHR-04080,-175.976667,27.760971,213306.9662,168284.703,288872.9048,256011.7045,191240.3033,312289.2055,214508.1035,199690.1034,307338.5056,224067.5038,199905.4033,175664.7031,116813.402,224092.504,242190.9042,227462.1041,196989.4032,257006.4042,211085.0038,233870.4042,290591.3051,142860.5024,223699.0038,183705.703,174466.0031,234443.7043,261279.8048,249053.7044,129123.8022,197461.6035,148480.7024,161889.2026,181384.603,0
KIN-00310,-162.4454697,6.38499655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIN-00308,-162.4698301,6.40430158,99684.9392,91561.90155,132698.1023,103027.6017,119154.302,121811.0021,97405.30171,102864.9017,106017.4018,138795.2024,90379.80153,97741.40163,100677.4017,127185.5022,120824.002,120824.6021,109186.702,89492.20158,84860.70141,112386.3018,144575.4025,87072.30152,85440.80141,70403.10123,90347.10153,90887.70158,97715.40163,95501.80157,69348.40121,64072.30114,60396.20102,86468.30152,80794.90142,0
FFS-04142,-166.251131,23.883078,266611.9858,231164.004,339552.0058,272609.8048,277324.5047,328555.4058,238320.904,293691.0051,323533.3055,292407.1047,253800.2044,261501.3047,254154.4044,286338.2049,284975.7049,290684.4051,241511.6042,281509.5048,274759.9048,273616.4048,321646.0055,225128.9037,234394.2039,226926.8038,245475.0043,278462.6048,284606.4049,268945.7049,208298.1036,242867.7041,206595.5036,248366.6042,239860.3042,0
MAR-04099,-170.595617,25.406317,3560.68131,3624.300067,10741.80014,5119.200087,3080.000053,4938.800085,3477.60006,1194.300041,4366.000091,7697.600135,1402.400031,4456.100073,3338.100062,7857.2001,2106.200037,2230.300036,3804.10006,2672.800032,8090.900126,5410.200092,1047.500022,1089.800007,3255.100058,1886.30003,3371.200059,2147.600043,4202.20009,1906.000035,2112.800047,2403.90004,2369.20005,1206.100022,1336.200023,0
KIN-00327,-162.4609227,6.39253657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MAR-04015,-170.522764,25.460927,278149.4079,245399.1043,324590.9054,276133.4048,286893.4051,341996.4061,243805.8043,306414.2052,337319.9057,290525.5049,262899.1045,285850.105,270866.1048,295989.3051,304055.9051,294212.305,251222.9043,292939.2052,288544.5049,279649.7049,331164.0058,238061.2041,261482.6043,239149.5039,250623.9043,299277.3051,285016.6048,290294.3048,227093.7038,257830.2044,234288.204,255334.8045,251856.9046,0
PHR-04060,-175.801172,27.962813,296278.4583,264015.4046,364969.206,298837.2051,294701.8051,369471.9064,288104.8049,315629.7054,371837.5067,307367.8053,265295.0044,287696.8051,253569.2046,330398.1059,340527.1059,309788.5056,259789.0043,335290.7055,319233.5056,315297.2057,351050.6061,228888.4039,274960.8047,249180.9041,251886.6045,326192.406,337216.5061,315535.1055,229186.3038,251555.3045,261390.0044,244406.004,267641.2045,0
PHR-04026,-175.759901,27.952378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIN-00325,-162.4635884,6.39581482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MAR-04013,-170.489224,25.433702,247084.9449,219257.6039,273519.2047,221271.5038,247449.3044,311268.0056,194012.4034,288719.005,289855.705,273775.4046,241443.4042,267105.9047,256950.3045,253672.6044,276742.2046,267530.1046,233468.104,234536.2043,251332.6043,226701.504,301630.8052,222752.3039,229913.4038,215796.6035,233082.104,263359.7044,243027.5041,244800.4041,210917.0035,227874.104,214472.8037,239100.8042,231379.6042,0
MAR-04027,-170.510087,25.440934,132401.1304,127187.3022,126667.7022,100544.4018,161749.7027,109424.502,106725.4019,171882.803,112887.502,131527.6023,112040.1019,164629.2029,196862.0034,145212.2025,133003.4023,131919.3024,131102.9023,110182.102,153425.0026,130004.3023,129863.6023,154229.0027,101392.2018,123413.5021,137484.2024,129313.8022,114510.7019,113968.0019,141649.2023,125753.2021,135165.0023,142385.9024,130730.4023,0
PHR-04049,-175.852052,27.94957,289498.3331,256453.5045,360965.1059,294601.4051,279538.9049,364098.2064,283031.9048,308394.1053,367609.8066,302183.4052,261051.3043,277677.3049,238161.4042,323578.6058,336862.1058,306165.1055,252100.7041,331997.4055,310694.6055,312073.5056,344104.406,217429.1036,270126.1046,242395.904,247312.4045,321399.6059,335590.3061,311902.6054,218443.8037,245533.1043,248471.5042,233531.6038,260467.8044,0
MAR-04022,-170.503157,25.409976,66410.28552,72607.00125,50618.50089,48711.10086,90096.50148,43408.80073,42581.40073,96666.60171,48471.20085,71353.60121,58237.00102,105672.5019,138263.2023,64469.40115,58417.50101,57842.30104,63007.20112,45548.60085,90038.00155,55555.70097,55902.70099,70148.9012,43429.90076,61909.30105,66488.70113,72223.40121,49440.70081,47640.60081,88153.30148,65602.30106,75404.40128,72153.40124,55065.401,0
KIN-00349,-162.4181607,6.42830609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIN-00262,-162.3593027,6.38519486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR-04025,-170.503345,25.422792,73436.92627,73891.50131,61749.80106,54935.30097,96653.20158,54244.20091,44314.20076,105420.3019,57298.10102,70934.80122,61641.40109,110800.402,135900.2023,73101.90128,62474.10107,58414.50104,78807.2014,46950.10088,90755.00157,59873.20104,73463.60128,81977.9014,52409.9009,73723.10126,71740.80123,81404.7014,54386.00088,57755.30097,97838.20165,78176.50128,78418.90136,83381.80146,67145.50122,0
MAR-04014,-170.49526,25.403945,65957.97613,82002.90141,48231.70086,40224.90072,90802.10153,42948.70073,51843.60092,84284.70148,49274.0008,82070.50136,66309.30114,100072.3018,133462.3022,69374.30124,62452.60112,67306.20125,50392.6009,59025.10107,98898.7017,70049.80127,41678.60072,56897.301,28876.60047,54951.7009,60999.20101,71778.80123,51041.40085,43727.20075,82260.20137,57212.2009,77485.1013,68169.50116,66551.10114,0
PHR-04079,-175.783718,27.963134,298543.6677,265403.7047,365214.206,301117.1052,298601.4052,371731.7065,288607.4049,323499.7055,373260.7067,308230.7053,267389.0044,296053.9052,258989.7047,332039.5059,342178.8059,308250.0055,260600.6043,337428.5055,321234.0057,316749.1057,354093.6062,231856.2039,276612.9047,252071.5041,254244.8046,329065.906,337081.3061,316761.2055,230089.2038,253258.1045,263978.2045,247365.704,270338.9045,0
KIN-00662,-162.3596923,6.38951666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIN-00364,-162.3447679,6.38672515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHR-04056,-175.901812,27.912489,278889.7142,246280.6043,354552.1058,287801.005,264352.8046,359294.1063,277274.0047,290724.005,358378.0064,284315.6049,255878.5042,261857.0046,220813.904,310169.5055,332010.1057,302023.2055,243934.704,327825.7054,303804.2053,303529.5054,338635.8059,200536.5034,264325.8045,234370.6039,240467.2043,291851.2053,330377.806,305402.1053,193020.2032,234542.1042,234691.804,221358.9036,250072.2042,0
KIN-00361,-162.342779,6.39032325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIN-00272,-162.3581725,6.4106186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR-04002,-170.610809,25.327767,219103.9007,162445.4029,307655.7051,247935.0042,206439.7038,306666.4055,203248.8036,231180.804,303556.5051,223061.0038,197531.4035,189399.2033,150054.8028,244644.0043,243105.7039,222722.7037,226777.7038,246862.0044,198012.4032,221587.6038,300044.3051,161026.9028,230274.8037,182932.703,196137.7035,233895.704,248024.8043,245759.5041,148928.6025,204560.2036,163047.3029,178408.5032,185396.9034,0
MAR-04018,-170.486308,25.34344,73546.0669,66578.30119,63404.00109,60820.1011,107292.7018,58967.50101,46406.1008,103237.3018,71154.10126,66682.30114,59731.10108,98071.30176,128901.3022,73387.30129,56905.60094,51639.20093,90548.10157,47243.10083,77297.60134,60764.30104,79462.20136,80419.90135,56293.40098,79398.40137,65078.80117,80169.4014,58843.501,57503.40094,100369.1017,75869.0013,81844.4014,87077.30151,62114.00114,0
PHR-04033,-175.745967,27.823288,73747.15127,79075.60143,51102.20088,50193.30083,90977.20154,48978.90081,54004.60094,102671.5018,61667.90111,67675.70115,48128.80081,111227.2018,125248.9023,61999.90116,62528.50102,42479.40076,89992.70159,56008.90092,95162.90171,67372.9012,63162.00103,92142.00153,52397.00083,81607.30139,65145.60109,84767.8016,61128.70105,56727.10093,105613.5018,70604.30122,108686.1019,72944.3012,78486.10131,0
PHR-04052,-175.725122,27.893284,80447.10451,84709.0015,59456.10097,52410.10088,101480.5017,51676.70085,66587.40115,110245.302,68385.30121,70531.10122,56909.30096,119507.2019,138317.0025,70119.40131,70847.60115,49993.30089,95766.20172,64671.10109,106432.2019,75539.70134,67061.30109,95179.80158,53769.10086,87197.40145,67189.70112,91005.20172,68317.7012,60775.10099,111715.2019,76426.30132,116394.102,79450.10133,86241.80143,0
KIN-00261,-162.3636132,6.38513862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR-04028,-170.513761,25.336604,40240.27258,24759.10044,45676.90075,34759.20061,49112.10086,33827.20059,23918.10043,53404.30096,50724.20092,27471.0005,26489.80047,48005.50084,54650.30097,41521.5007,35719.80057,31699.50056,70823.30124,25886.20046,30089.50048,38077.20067,58622.701,47819.1008,38841.4007,45953.20083,36937.30067,32070.60058,35246.00059,40340.20066,41747.70072,45829.60077,41467.50071,41824.70073,34374.00064,0
LAY-05039,-171.720282,25.782913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LAY-05018,-171.759506,25.792793,282480.0455,253783.6043,355477.0061,289426.205,302378.8053,341061.4059,264248.8046,305054.3051,346523.9061,308040.8054,256881.7045,291089.205,275511.0047,309677.5054,311545.9053,297881.9051,245054.5043,309725.2055,310268.5054,296666.4051,322227.8055,224145.004,252298.0044,236702.4041,251311.9045,297976.6051,305330.2054,286549.5049,219885.9036,242430.0042,240020.204,248041.8042,242145.404,0
LAY-05034,-171.711407,25.777449,207904.4442,193234.5033,221928.2038,167332.1029,217878.4038,238828.1042,171580.2029,258960.8043,225443.904,241094.6042,192359.8033,244307.6042,243518.6041,217241.0038,228321.7039,216492.6036,222151.3039,171768.3029,216318.2038,197214.2034,251816.7043,200523.0036,183290.6032,181375.5031,191634.6034,214491.2037,191912.7033,182600.1032,185736.303,192257.8032,195455.4032,205612.0034,190262.1033,0
PHR-04058,-175.969236,27.827215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHR-04042,-176.00703,27.800468,271353.0641,230591.104,353653.3058,290984.905,257636.2045,355727.0062,281337.7047,272784.7047,360122.7065,270781.1046,252690.0042,249595.2045,199697.1035,306500.0054,322840.4056,298557.3054,239584.8039,320279.7052,282984.805,302797.1054,338582.306,190183.4032,264342.0045,223591.5037,237101.0043,275261.905,325707.5059,296231.4052,174529.3029,232540.9041,215492.8036,218800.1036,241788.704,0
PHR-04036,-176.0064,27.828381,275453.1298,236146.2041,354268.5058,290822.705,263498.2046,357950.7062,280375.4047,278819.6048,361177.1065,275734.3047,252543.3042,254709.7045,212319.3038,308145.4055,326913.1057,300752.8054,247257.304,325631.0053,291872.2051,304017.0054,339790.806,194566.7032,265604.2045,230556.7038,241222.1043,283888.6052,328070.0059,301265.0052,181366.303,233452.8041,227543.0039,219166.2036,245053.8041,0
MID-04147,-177.350739,28.278501,349338.3341,311345.1052,413157.8072,350680.9061,350211.2061,422749.1071,329820.1058,382655.7064,431545.4074,337737.5057,309190.6052,355713.6062,303301.9051,366370.3063,400036.1069,355005.8063,316631.8055,394261.5069,382066.4064,364122.9065,424859.1078,286709.1047,329233.3058,312358.8052,295852.1054,379775.5059,390003.3068,373312.7067,276830.3047,304667.7055,307787.2052,300577.505,320256.2055,0
