Site,x,y,Wave Power (kwhr/m),1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,BAD_FLAG
ALA-00112,145.8197676,17.61450581,17879.88156,18494.30031,17475.70029,29508.30052,25388.00046,11902.20022,15083.70026,7957.500142,41844.20071,30772.60056,19424.00029,21270.50043,16334.20031,26951.00049,24188.80046,14009.70026,22211.2004,7025.800128,30129.40048,31521.30058,5315.000112,8190.900145,12327.0002,19328.1003,13835.60024,12091.40019,26755.70045,15235.00029,13253.90022,5982.900102,5895.500094,17304.90029,5147.900083,0
GUG-00112,145.8396111,17.29808654,23059.08476,27551.30047,17217.3003,38280.60061,32894.30059,9661.400163,14816.10026,9032.500151,53410.80089,34780.60058,18594.80031,33897.20062,30479.20051,39979.10063,33609.90062,13485.60024,27519.10046,5885.2001,33254.80057,62545.20096,3777.900064,9633.600159,14306.50024,22455.90035,28917.30053,10212.80016,37246.20063,15330.80026,19606.50033,10598.4002,4993.800085,21080.90034,2835.100065,0
GUG-00132,145.8326705,17.31755988,39088.85692,30669.8005,42650.40073,51448.40089,52681.90096,29464.40052,40199.9007,27106.10049,64637.70109,46809.60078,32048.90056,44878.10077,41219.40066,49470.6009,48996.80089,32748.60057,46516.60079,33444.70057,51161.10088,57740.80096,22587.5004,22836.5004,32175.70053,42687.90068,30480.40053,42298.30074,49708.40084,34177.80058,31774.10052,30850.50061,26290.2004,41932.70071,19149.60034,0
GUG-00147,145.8504548,17.31372457,124862.8022,144948.4025,139424.9024,115164.8019,145172.6026,104090.3018,111652.602,142724.7025,150425.7027,124691.7021,111283.902,150268.0026,153659.0026,141810.9025,124504.3022,125391.6022,128959.2022,101293.2017,120253.302,145123.5024,112443.702,101346.7018,110992.4018,114431.3019,116698.802,129392.5022,128761.5022,103083.9017,132122.2023,122286.9022,105079.2018,117057.102,121070.8022,0
MID-04062,-177.3350953,28.19496316,49868.06337,43249.00072,40313.60073,47443.00082,66264.80113,37714.00065,40081.60068,61616.90107,52254.10103,44749.50084,31460.70055,70856.60121,66056.40108,44262.30089,34301.60061,29532.20056,66300.00118,28904.80049,61899.10111,44182.10075,50275.70085,70585.4012,42366.50074,56354.10093,41477.00071,60708.50098,42146.4007,35766.70063,66707.30114,50164.50088,58610.50101,60578.20098,48594.90085,0
MID-04010,-177.3183689,28.23955203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LIS-04005,-174.0049536,25.98429873,215613.3849,177792.603,298048.205,244871.8043,208646.7037,292511.5051,219395.2038,214613.1038,292713.9047,219845.8037,203096.2033,187844.7034,137777.5024,243160.3041,250378.5043,234029.5039,193604.3033,254601.0044,221043.1036,233845.6039,269897.7046,155403.8027,215981.7036,177029.803,187137.8034,222834.504,262042.2043,237937.6042,136066.4023,184929.8032,157324.7028,178683.6032,186539.1032,0
LIS-04098,-174.0364165,26.06400082,259176.6888,236511.904,324999.0055,264103.6046,264152.7046,316266.5055,252137.7043,269350.8047,321670.9052,286232.2048,232985.4039,259559.4046,236788.3041,292221.7049,291323.905,274698.9046,224564.6038,288832.005,284891.1048,281447.9046,292228.205,193910.8033,234692.7039,212696.3036,222202.304,283636.4051,294882.0049,268518.0047,202583.5035,218398.0038,226052.004,215146.1039,225969.1039,0
MID-04092,-177.428641,28.20296,294680.9801,242640.3041,385948.2068,330291.6056,276122.6048,402564.3066,301098.1053,290690.5049,393107.5067,298223.205,279622.8047,258243.7045,189862.0032,340199.9059,345332.1059,328330.0057,261524.6045,342722.706,303945.105,325925.7058,378848.607,208596.8034,301148.3054,247798.1041,255962.1046,303565.5048,354296.5061,331915.306,181074.3031,253764.1046,214671.9037,244426.5042,257328.3045,0
MID-04036,-177.4202441,28.24145154,300053.6802,247075.2041,393058.2069,326645.9056,285160.0049,401207.4066,306810.0054,302382.1051,402040.2068,296139.0049,281984.8047,265057.4046,208590.1035,345979.506,354851.3061,333893.7059,260151.3045,360770.5063,308861.9051,329252.2059,381941.8071,211817.2035,300993.2054,252471.5042,261067.5047,307623.0048,361502.7063,334058.0061,189454.0032,256958.5047,227817.4039,243208.7041,262893.4046,0
MID-04041,-177.4255512,28.24088342,309978.1147,264311.3044,397182.407,330195.0056,293176.7051,405739.7067,314923.4055,316698.3053,410263.107,305709.5051,286597.2048,284244.505,227593.0038,352288.6061,369435.8063,340902.706,273037.8047,366227.5064,326399.0054,343217.4061,386553.0072,218385.1036,306434.0054,262381.1044,271766.7049,315738.705,368807.5064,341737.5062,203056.3035,264643.9048,246439.1042,246914.2042,278299.5048,0
MID-04069,-177.4134396,28.25765326,315413.6429,270183.4045,398710.907,331506.3057,300653.6052,410944.4068,317000.8055,323770.6055,411679.907,311121.8052,289673.1049,290836.4051,245997.7042,353836.8062,372148.9064,342380.006,282710.4049,372532.5066,334034.3055,343413.6061,389136.4072,224732.6037,308865.0055,269495.4045,275015.105,325710.7051,371040.3065,347227.5063,215335.6037,267577.3048,259761.2044,252473.5043,283730.4049,0
MID-04032,-177.4070574,28.24814684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MID-04072,-177.3415582,28.27394567,334041.6214,301193.405,398023.8069,325228.0057,336594.2057,409868.6069,305495.6054,362978.1061,415748.9071,330424.0055,304201.0051,346736.606,298558.305,335136.8057,386020.7067,343755.6061,299636.0052,365044.2064,359780.4061,346401.7063,393282.8073,283621.1047,323884.6057,297362.305,279841.5051,363091.9057,360686.3063,359033.8064,271218.2046,293098.7053,300059.9051,290394.8049,302929.9052,0
MID-04050,-177.3114487,28.21959313,94134.9985,102059.7017,76825.8014,58201.60104,113208.2019,56602.30102,85510.30143,123962.2021,76782.40143,79522.7014,66610.20119,136101.3024,152401.9026,93414.5016,94990.20166,61362.80112,111029.402,83457.80143,139746.7025,97194.90165,79585.80136,103140.4018,59682.30103,98626.30167,76481.30137,100411.0016,76158.00139,68892.30119,124374.7021,81979.0014,129259.1022,97818.90158,106925.9018,0
MID-04063,-177.3188502,28.20225609,61931.67919,64824.5011,42489.20073,51604.80091,78238.60133,45584.90082,44923.20075,82169.40145,55072.40107,57695.10105,37987.60065,89784.60154,95663.40162,44871.5008,45608.30079,32583.00061,84546.80149,38576.00067,84894.80152,53440.30092,55135.20093,82634.60141,47846.90081,70965.60119,50705.00089,80258.10125,49441.50084,47307.6008,91513.60158,56500.40101,86087.80141,68886.8011,63972.20108,0
MID-04088,-177.4181534,28.202802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MID-04090,-177.3568852,28.20033688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MID-04056,-177.3684176,28.28005817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MID-04094,-177.4296629,28.22268463,301570.7271,248497.1042,394868.2069,329915.5056,288763.605,401935.6066,310374.6055,302896.7051,403000.1069,298911.105,282998.9048,265451.2046,209031.1035,347619.106,356475.7061,334003.1059,262992.3046,360984.8063,308944.0051,332581.606,383932.3071,211698.2035,302868.7054,254281.3042,262480.2047,309360.0049,363981.1063,334855.5061,190559.2032,258017.0047,228468.4039,244019.9041,265497.0046,0
MID-04007,-177.4243182,28.21738383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LIS-04087,-173.992036,26.07951145,276328.961,252234.3043,344400.9058,281905.4049,287841.305,328311.7057,257723.9044,295659.9052,335898.3054,288673.5048,242387.004,284853.805,263064.4046,303862.1052,305880.2053,283195.5047,241796.2041,306613.1053,308011.2052,291456.6048,317360.9054,224060.6038,253231.1043,230333.8039,241798.9043,295917.2053,303929.305,284689.605,218818.6037,236121.3041,246526.6043,243223.0044,242746.4042,0
LIS-04030,-173.9669475,26.09266517,288810.0456,258506.8044,356505.806,290651.4051,297985.8052,339824.8059,263876.6045,312466.6055,347975.5056,293909.9049,254394.1042,296201.3052,272768.9048,317707.6054,315834.9055,289742.1048,269253.2045,312967.4054,316216.5054,300452.7049,339916.7058,244255.8042,263591.5045,247974.7042,257503.2046,306932.0055,314246.4052,296547.2052,232371.204,258244.1045,256987.5045,256568.1046,259541.0044,0
LIS-04089,-174.0158396,26.0542701,240482.9354,214370.0036,313569.8053,251176.4044,237686.8041,303350.7053,240281.4041,245024.4043,307986.4049,256090.1043,218681.5036,232879.6042,193551.5034,266554.7045,281207.5049,262729.1044,209989.5035,280000.3048,265561.7045,267829.2044,284397.1048,176555.703,222947.3037,195696.6033,210070.9038,247957.2045,283626.2047,258923.6045,159971.8028,202873.9035,200685.3036,193334.9035,209892.7036,0
LIS-04035,-173.8503069,25.99620321,253231.995,234364.204,285092.5049,225217.3039,267320.9047,307480.0053,209800.0036,285795.005,307033.6049,273681.5046,239896.204,277511.1049,263168.6046,255801.7044,279201.8049,263127.2044,237071.004,248094.3043,271293.3047,241963.504,304181.8052,226188.2038,232426.304,224071.5038,226476.804,263004.9048,256447.8043,249501.9044,214513.9037,229207.0039,237829.2042,240597.3043,226063.4038,0
LIS-04019,-173.8759794,26.01988041,263829.3702,242992.6041,303610.8052,242100.2043,275792.6048,319309.0055,228495.1039,295016.0051,317590.6051,281955.1047,247475.2041,282110.205,264869.1046,267774.9046,288086.6051,268566.6045,242189.6041,269902.7047,281571.0048,258888.4042,312497.3053,230755.7039,246787.2042,229658.9039,236301.6042,274501.505,268474.7045,277306.0048,220599.3038,240570.8042,242914.0043,245616.8044,238259.604,0
MID-04051,-177.4142788,28.24458662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MID-04070,-177.4207886,28.22993137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MID-04096,-177.4132708,28.25320817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LIS-04094,-173.8918756,26.04736157,284726.158,254356.0043,340093.4058,280862.2049,294214.9051,331276.5057,260790.2044,314717.5055,339194.4054,288512.2048,254635.3042,296108.6052,272356.8048,301162.5051,312704.4055,286411.4048,265469.6045,306607.7053,310364.9053,294960.6049,339571.6058,243059.4041,261707.6044,247078.5042,249087.0044,304934.1055,310149.6051,295189.4051,230815.604,254564.3044,256806.7045,256042.3046,257431.7044,0
LIS-04043,-173.9408722,26.09493407,288736.6768,258961.9044,355205.006,290577.2051,296622.0051,339869.0059,263598.2045,313078.0055,346892.1055,293897.2049,255838.9043,296604.8052,273630.7048,317873.7054,316012.0055,290057.9049,268641.7045,313159.2054,315940.4054,299890.4049,339833.6058,244406.5042,263304.8045,247652.0042,256376.7046,306983.4055,314588.0052,295884.1052,232506.704,258590.2045,257746.4045,256475.9046,258874.9044,0
LIS-04076,-173.9753394,26.06548919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LIS-04067,-173.9592833,26.06340244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MID-04059,-177.4188763,28.22622011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LIS-04014,-173.8803328,25.94365002,92424.55783,95429.80165,83027.4014,65195.80115,116583.602,62662.00106,68957.50115,118957.102,82134.60131,96393.70162,73893.00129,128920.0022,162769.8029,93250.40153,78570.20143,74555.70129,106531.3017,70182.90122,116871.0021,92822.80154,85198.00142,100167.6017,62220.40107,94214.20161,85630.40146,96687.80175,75014.90127,71629.70119,112745.4019,89430.60155,117969.2021,95257.3017,83711.70141,0
LIS-04034,-173.9194787,26.06642478,285617.333,255770.0044,347474.4058,285201.705,294313.7051,335078.7058,261160.0044,312707.3055,339863.0055,287042.6048,254323.3042,295522.0052,270756.6047,306829.6052,314230.4055,288592.0048,263972.6045,311278.5054,310405.1052,295413.1048,338280.4058,243502.1041,260107.2044,245960.8041,253866.5045,304555.5055,310998.0051,294417.3051,231133.004,256814.7044,256490.5045,255325.1046,258368.8044,0
LIS-04065,-173.8940607,26.06496189,288368.0737,257323.9044,350526.9059,287753.005,297944.8052,338438.3059,265520.3045,316763.6055,342129.7055,290957.7049,256078.5043,299217.7053,273879.8048,309334.1052,315363.5055,290480.6049,267658.8045,312725.6054,313764.8053,299155.0049,341667.0058,244598.1042,264141.4045,249940.2042,255581.2045,307253.1056,314248.7052,296654.3052,232800.204,259592.2045,259255.1046,258482.1046,258548.0044,0
LIS-04068,-174.0282349,26.01263928,229959.5883,192885.5032,306569.2051,248071.8044,223879.4039,297719.0052,236392.204,229224.704,304435.8049,231780.9039,212737.0035,215179.2039,170890.303,256467.9043,268433.4046,253632.6042,205632.6035,275751.2048,239885.8039,255889.7042,280468.0048,162473.6028,219500.6037,185527.6031,203164.5036,235258.6043,276977.5046,249059.2043,147812.5025,196053.1034,190105.6034,187015.3033,199832.4035,0
LIS-04002,-173.8775695,26.00608271,233180.8884,219000.9038,254537.6043,197020.5034,244438.2043,280328.1049,189230.7032,277315.8048,262107.1042,260458.8044,219322.2036,262277.7047,249540.7044,235184.404,264096.2047,241361.304,226413.8038,214473.9036,249427.5044,219268.2036,279632.1048,214808.4036,212039.1037,204756.1035,210644.3038,249033.9046,237374.104,215049.5037,198378.0034,212006.4036,225956.304,224394.104,211912.4036,0
LIS-04001,-173.9678928,25.97517042,129706.4897,100309.6016,199134.0033,170006.1029,125272.8022,176790.703,128099.3022,108036.2018,186253.503,127427.8021,122473.802,111821.1018,70841.90124,138859.1023,148225.4026,139377.1023,107798.0018,181777.4032,134566.1021,146757.3024,162211.9028,71427.40126,128258.8021,114437.1019,103737.9019,140789.0026,169605.9028,159454.1028,77404.40136,108336.3019,87690.20159,93815.70161,109611.7019,0
LIS-04036,-173.9325202,25.94416777,116555.6301,83707.40139,173522.9029,151507.9027,132204.5024,124304.0021,119325.6021,106604.1019,159379.3025,76377.40133,96482.40162,100165.1017,89286.90157,132177.0022,101130.6017,99835.70166,113709.8019,158353.1028,132690.6022,133873.1023,143477.7024,96075.10165,112632.7018,119166.702,104147.5019,110592.602,134791.1021,138856.8025,86363.90152,107363.5019,87104.30147,103205.4018,101365.4017,0
MID-04048,-177.3221911,28.25178827,181203.0625,177161.403,173768.1031,141938.2025,201065.6035,174118.5029,170263.2029,235595.1039,196109.9035,180280.603,150408.2026,213864.9038,214678.5037,195039.1033,193715.5033,163831.5028,193168.7034,144367.3025,214044.6038,176559.5031,199783.7035,190908.5032,156117.6028,160697.7027,163119.003,183018.403,182614.0032,154903.3026,177669.7029,162741.103,191967.1032,186680.9031,178298.503,0
MID-04009,-177.3663111,28.19762969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MID-04066,-177.3781847,28.27883408,325542.8619,288477.3048,403257.6071,331999.0057,312998.2054,413863.1069,321379.4056,350323.3059,410629.207,332013.0055,295888.3049,306540.4054,263642.5045,362537.2063,381133.4066,344471.906,282011.8049,376736.7066,349254.6059,350795.9063,391347.4073,239660.4039,310949.4055,279269.1047,277265.005,358520.6056,378163.3066,354353.5064,239135.7041,277167.705,275016.7047,262109.4044,296460.4052,0
MID-04089,-177.3816905,28.27174089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MID-04080,-177.3588005,28.28649874,356237.3343,314984.0052,426995.0075,356257.7062,356310.8061,439657.3073,341877.5059,385639.2065,441126.7076,348570.7059,314104.3053,359426.9063,306109.4052,385170.2067,403705.307,362787.4064,323629.2056,396911.2069,389731.9066,373124.0066,430146.3079,290566.0048,338244.106,318066.6053,302417.9055,386438.5061,398693.9069,377313.7068,279728.0048,310133.6056,312268.6053,304118.2051,325340.4056,0
MID-04068,-177.4200206,28.25276954,316092.4867,271166.2045,399010.707,332630.0057,300820.5052,411162.8068,317592.0055,324453.4055,412849.207,312168.2052,289902.0049,291441.2051,246806.6042,354822.1062,373568.9064,342974.306,283616.4049,372728.5066,334426.4056,345304.1062,389322.7072,224768.6037,309373.9055,269852.6045,276424.205,325896.4051,371818.9065,347886.4063,215860.7037,267915.7048,260870.4044,252609.0043,284916.4049,0
MID-04023,-177.4045235,28.26608352,319127.7242,279443.4047,400447.407,332878.1057,304389.3052,412616.7068,319635.1056,330359.2055,411427.807,316440.6053,293142.3049,297756.2052,249810.5043,355776.4062,377077.8065,344227.106,283500.6049,373920.0066,343185.8057,348522.3062,390379.0072,228859.7037,311366.9055,273979.2046,274391.805,333069.2052,374312.4065,351171.6063,222048.5038,269527.1049,266270.1045,253932.5043,288222.405,0
LIS-04078,-173.9396725,26.08100058,287452.0643,257145.7044,351378.1059,288455.3051,295266.1051,338933.1059,262476.2045,312636.5055,342589.7055,292640.7049,254633.9042,295589.0052,272281.3048,316235.9053,314628.2055,289155.0048,264930.4045,312854.3054,314485.3053,298205.2049,339144.3058,243752.6042,262937.5045,246870.8042,255745.5045,306337.5055,313457.5052,295156.3051,231646.704,257736.3045,257088.0045,255382.7046,258690.3044,0
LIS-04020,-173.9690895,26.02680671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LIS-04008,-174.0093775,26.03164391,220118.6069,181319.203,301398.105,244845.0043,216431.2038,293944.6052,228671.2039,215587.3038,298803.0048,222998.3038,204106.3034,195945.9035,149248.2025,248172.3042,257372.5045,242606.804,193464.2033,264920.6046,229843.0037,240876.104,273891.3047,156846.9027,216815.7037,177980.103,189745.5034,228112.9041,267623.9044,239874.0042,137854.2024,186649.6032,165996.603,181738.4032,190112.4033,0
MID-04087,-177.3096128,28.21674664,102900.9143,114464.3019,85659.30157,64299.00117,126406.8021,65711.00118,98328.20164,131177.5022,85003.30156,86260.20151,72615.10128,144517.4025,161217.0028,106142.4018,108929.9019,74691.90135,119494.4021,90134.50156,146132.1026,106364.8018,86534.30145,114003.9019,66610.90113,104794.6018,82720.40148,105848.1017,87416.80158,74248.30127,129722.9022,89041.30152,138876.1023,108834.9018,116627.602,0
MID-04085,-177.3755379,28.19572725,32386.70681,26301.70046,26393.10047,34061.10058,38218.90064,28734.30051,28198.00046,35932.70066,37637.60073,16886.30031,23067.0004,45724.30074,40064.60068,22120.60037,25076.40042,19551.30038,51163.00091,22134.30039,45359.7008,30919.50055,39249.20065,42943.00073,29446.80052,41345.30067,32532.30057,24766.60038,30406.30049,24617.30043,31883.10055,34963.50061,33230.70059,42126.20068,31319.90051,0
MAU-00208,145.2266663,20.01347557,16007.55966,17023.10032,15542.50031,18001.70034,29563.30047,2083.800036,9339.700196,9105.20016,36103.90073,16572.20029,23670.60044,16289.70027,19201.70033,23475.6004,9219.500157,7671.800134,16790.90029,6663.700136,15398.00024,43954.2007,3396.300072,7711.500137,10831.50019,22023.50041,25561.2005,10888.70016,26102.70044,15125.40028,16039.90032,8793.800156,5322.000094,21648.40036,3125.900059,0
MAU-00187,145.2337967,20.01321631,103232.2518,128383.8023,102328.6018,96815.30166,132343.1024,63781.80112,82580.30147,112542.8019,136868.9024,105883.8018,99211.3017,132782.0023,136864.8025,120002.002,94853.40159,95925.50162,113658.402,65637.60116,100352.1018,144523.6025,77617.1014,85715.50146,88274.30147,101476.2018,113208.302,93191.50166,127673.6022,80779.90143,113926.4021,85852.20147,74307.90128,104507.3018,91562.70152,0
MAU-00195,145.2313212,20.0111459,104078.9924,129262.6023,101374.5018,98998.9017,135070.3024,63285.00111,81538.60147,110814.1019,146849.7026,118233.402,99739.70173,139052.1024,135827.2025,124126.7021,95993.80161,94846.40161,114217.402,65251.10115,100558.3017,148238.3025,77394.80139,83980.30144,89717.70149,98173.40173,111994.702,91461.00163,129849.9022,80606.50142,112390.402,84656.60145,73031.60125,105439.2018,88553.50149,0
SAI-00542,145.6913707,15.2169013,9424.978289,10071.1002,11429.00017,13031.50023,11908.50021,5529.000088,7736.200129,1634.700027,20896.50039,15888.20024,6104.100115,11380.50022,7635.900125,14278.80027,12621.70022,8457.100157,16338.40028,5482.500098,12913.10022,17612.90027,2960.600049,3394.800072,6994.000121,10203.70019,9401.500166,9441.800172,13390.10022,8906.100171,6339.600092,1617.000036,5611.000093,8731.100148,3658.300053,0
SAI-00433,145.6777232,15.21203603,21922.22538,17428.90034,26033.80042,23026.70043,29014.9005,15240.50026,25581.10042,14553.30025,39905.20067,26370.30042,12987.70025,27352.30051,21414.70037,28505.50052,27652.50049,18567.4003,26560.10044,21667.60036,27098.80048,32736.00051,14113.00023,9290.100178,18705.70031,22871.90041,18507.90033,23377.70042,29074.80048,18854.10035,17588.20029,17537.30033,16512.80029,21963.30036,11417.10019,0
LIS-04037,-173.9875837,26.01828449,196753.4721,157740.2027,274978.0046,233232.8041,193291.0034,280238.8049,196537.8034,195516.5035,277730.3044,203419.2034,180355.803,167140.503,115038.202,219929.1038,227912.4039,213095.7035,169574.0029,231163.704,185635.203,207894.7034,254432.8044,142414.5024,205366.2035,163313.7027,173205.9032,211223.8038,242906.104,225371.204,120729.0021,170886.403,135746.0025,156874.5028,163217.0028,0
LIS-04091,-173.9882841,25.99555705,204100.6254,165413.6028,283071.1047,238186.8042,199020.8035,285366.705,205471.3035,204444.8036,285267.3046,209618.9035,188730.3031,175861.7031,123220.2021,229288.5039,236668.1041,219979.2037,177676.603,236037.5041,202467.7032,218443.8036,262941.4045,147254.4025,209871.8035,168928.6028,176537.1032,215577.4039,250545.0041,230467.304,125979.3022,175702.003,143959.0026,168681.403,170540.3029,0
LIS-04007,-174.0183129,26.00404029,222511.2288,183194.0031,302435.9051,246130.6043,218348.5038,295669.8052,231204.604,218951.4039,300393.1048,225038.3038,207874.4034,198297.1035,153967.1026,249668.4042,258948.0045,244364.2041,198575.6034,268297.9046,232149.0038,242495.804,275812.8047,158874.3027,217418.7037,179901.103,194015.0035,229075.9041,271204.3044,241054.9042,142514.8024,189603.5033,169005.503,183046.5033,192828.2034,0
FFS-04018,-166.0860749,23.80643494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FFS-04012,-166.2806801,23.8787535,246990.3011,220154.1038,302747.2052,251236.9044,258563.7044,311031.8055,226624.3038,273300.1048,303831.8051,283041.6046,243672.8043,240308.0043,228219.2039,260856.8044,275498.6047,278168.8049,206258.1036,269010.0046,260109.5046,262696.1046,284573.8049,197723.9032,214132.9036,204008.6034,230187.1041,261204.8045,264702.5045,249973.0045,187943.6033,217610.6037,186878.7033,227493.4038,221927.2039,0
FFS-04087,-166.071086,23.68260649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FFS-04043,-166.236623,23.87805194,59371.23538,48960.60081,102098.8016,80692.10137,78433.60136,68930.70122,72073.40112,40384.20066,89905.60142,38050.30064,47511.60078,37907.1007,25796.70042,85525.10143,63062.90108,61033.601,42575.9008,90440.40157,68239.30125,77310.50137,61156.80115,29641.0005,55158.50086,46270.10072,38785.50069,61714.70103,88600.60152,77839.10148,38925.90065,54578.20089,44920.10081,42380.80066,40975.80073,0
FFS-04064,-166.0689624,23.79342078,95787.15477,94357.5016,88528.30152,79503.40136,117816.402,71815.90124,65036.00113,125119.3022,82833.00144,94022.8015,90507.80165,124841.7021,160923.9028,90657.90164,83536.60144,87069.30155,104292.2018,74045.70126,118944.2019,98702.00173,102583.1017,95766.50159,61403.60108,91402.20152,95866.8016,94516.60161,85366.70153,71884.10126,106861.5018,102651.2017,94665.6016,108413.1019,101254.0018,0
FFS-04009,-166.1943244,23.8656867,260693.0858,227865.5039,311216.4054,265953.0047,268678.6045,324305.6057,230309.8039,292380.4051,316045.8053,284680.1046,250309.5043,254723.9046,250568.4044,274316.8046,276008.7047,285372.9051,233342.5041,273711.0047,267438.2047,266776.6047,314935.9054,227138.1038,235574.6039,225105.2038,241021.2042,276119.4047,270317.2047,266913.5049,207608.7036,239884.9041,203556.0036,245332.0042,234668.2041,0
FFS-04079,-166.3050114,23.87405478,241887.1948,218941.5038,308020.5053,249790.3044,249762.3042,305031.9055,225427.8038,257433.6045,295321.0049,286895.2047,239647.5042,231321.9041,219848.4038,261658.3044,271307.5047,277194.8049,196056.6034,259757.1044,259538.8046,262513.4046,272591.6047,186519.4031,210341.2035,196670.1033,219069.1039,255778.0044,264790.0045,245819.3045,182391.2032,210211.3036,180216.2032,222395.1037,218129.2038,0
FFS-04051,-166.3323382,23.86122895,250203.6324,227982.5039,315852.2054,255382.2045,262793.3045,314356.4056,233669.2039,261873.2045,305092.4051,303289.2049,245287.2043,235082.9042,234197.404,277055.0047,284233.4048,292322.3051,204186.0036,264266.9045,268335.0047,273943.7048,279891.8048,189829.7032,216848.6036,203931.7034,223586.004,260730.1044,272391.1046,255841.9046,190370.6033,211934.3036,192838.0034,228298.1038,220823.8039,0
FFS-04014,-166.2614605,23.80198717,39633.01318,34453.40057,82786.50143,56684.80098,59770.80112,32336.80057,50485.30079,29913.00055,47721.70077,40397.10065,24204.6004,28435.00049,32322.60054,61672.90106,47686.10081,38100.70063,43616.00078,41263.00073,43190.90076,60127.60108,35454.80065,20234.30037,28239.00045,31379.00048,28935.40052,41089.10066,55439.40091,34949.30061,23819.4004,30475.00052,31825.9006,24336.00041,26911.00049,0
FFS-04040,-166.294798,23.80839958,124771.3865,103260.5018,184721.7032,147496.0025,122303.0021,177429.2031,124201.6021,105679.7018,185966.6031,135823.1022,120516.9021,112821.402,76638.5013,143386.3024,149478.3026,141321.4024,103683.8018,158367.2027,124992.5022,132448.6023,150663.1027,69082.70119,120863.402,99714.60164,99587.80179,127286.2021,153472.1026,145546.9027,77804.90133,106470.3018,89357.60163,95993.40154,106305.0018,0
FFS-04084,-166.2435,23.78558,45669.66328,41290.10069,92035.40157,65028.2011,67067.40123,38992.90068,58436.90096,29874.00055,62464.20104,44187.70072,28414.50045,32189.60058,32933.00055,71117.50124,53216.50092,46858.80078,44847.50082,58518.20101,52376.7009,64512.60118,43226.4008,21929.5004,31728.80052,33109.10049,32483.40055,47379.60077,62789.80101,42450.40074,28730.40048,37002.10064,35913.30066,28722.4005,31602.30058,0
FFS-04069,-166.2714557,23.73332983,180872.1406,141124.1024,259936.0044,204657.9036,176933.803,266923.0048,182263.803,186605.8032,255970.1043,209654.0034,169277.5029,142503.2026,111496.4019,207221.3035,209939.2036,209627.4037,161576.1028,206807.6035,165367.2029,184556.4032,230793.804,132448.9022,187887.0031,134888.3022,161531.1029,193723.7033,205529.3035,205061.5037,115985.002,153407.0026,127635.5023,138008.4023,148568.1026,0
FFS-04048,-166.260428,23.7722776,113069.4238,96102.00166,169881.6029,137957.4023,114884.602,153470.0027,114202.5018,91879.90161,161436.8026,119944.102,104533.5017,102677.0018,70762.9012,132965.6022,133196.1024,126795.0021,95256.40166,149684.3026,116045.002,123039.6022,137557.5025,60486.60108,105748.4018,91187.10146,87057.20156,117405.302,143283.2025,133452.5025,69983.80116,97774.10163,82127.60151,86877.50142,90566.40157,0
