"ISLAND","SITE","LATITUDE","LONGITUDE","WavePower"
"Saipan","SAI-01537",15.25284,145.759,30645.850505
"Tinian","TIN-00646",14.93289,145.6503,109665.6519
"Tinian","TIN-00711",14.95585,145.6636,115304.15195
"Tinian","TIN-00581",15.04778,145.6507,83311.701465
"Saipan","SAI-01546",15.14577,145.6935,6215.650114
"Saipan","SAI-01330",15.15901,145.6909,6429.8751105
"Saipan","SAI-01594",15.18565,145.7017,5215.050095
"Saipan","SAI-01096",15.20799,145.6956,5296.07509675
"Tinian","TIN-00600",15.07008,145.6568,60626.751065
"Tinian","TIN-00734",15.08371,145.6583,35724.450625
"Tinian","TIN-00626",15.07996,145.62,16610.3503
"Tinian","TIN-00611",15.04342,145.5954,7901.8001355
"Tinian","TIN-00731",15.08622,145.6281,16091.35028
"Tinian","TIN-00641",15.05622,145.5996,17794.2003275
"Saipan","SAI-01114",15.17602,145.7884,114002.302
"Saipan","SAI-01304",15.24669,145.8093,98351.601665
"Saipan","SAI-01349",15.25894,145.8144,23512.350405
"Saipan","SAI-01397",15.28135,145.8241,125364.2022
"Aguijan","AGU-00423",14.84197,145.5546,125284.00215
"Aguijan","AGU-00470",14.83815,145.5397,123475.2521
"Aguijan","AGU-00457",14.84375,145.5611,126367.9022
"Aguijan","AGU-00431",14.86504,145.567,121028.9021
"Aguijan","AGU-00487",14.86151,145.5604,120059.40205
"Aguijan","AGU-00515",14.85674,145.5491,118834.152
"Aguijan","AGU-00397",14.8337,145.5316,122869.7021
"Aguijan","AGU-00509",14.84153,145.5298,121705.55205
"Aguijan","AGU-00520",14.84536,145.5373,120675.70205
"Aguijan","AGU-00416",14.85994,145.5792,126719.6022
"Pagan","PAG-00886",18.09064,145.7605,62403.60104
"Pagan","PAG-00912",18.07872,145.7517,76282.40129
"Pagan","PAG-01006",18.07411,145.7471,82514.20142
"Pagan","PAG-00975",18.06161,145.7428,92307.70154
"Pagan","PAG-00840",18.14627,145.8113,136841.60235
"Pagan","PAG-00982",18.13386,145.8096,133512.10225
"Pagan","PAG-00916",18.12174,145.8048,116343.5519
"Pagan","PAG-01037",18.1079,145.7867,9038.6501735
"Pagan","PAG-00836",18.05713,145.7077,41158.700745
"Pagan","PAG-00891",18.0793,145.7184,39304.20071
"Pagan","PAG-01019",18.05866,145.711,30385.900535
"Pagan","PAG-01025",18.04823,145.7072,37240.10067
"Asuncion","ASC-00466",19.68077,145.3915,21385.3753575
"Asuncion","ASC-00401",19.69092,145.3881,38702.3506825
"Asuncion","ASC-00456",19.70267,145.3937,61312.9760375
"Asuncion","ASC-00490",19.6968,145.3911,59879.90105
"Asuncion","ASC-00404",19.70836,145.4047,141350.6024
"Asuncion","ASC-00414",19.6946,145.4188,138765.1024
"Asuncion","ASC-00425",19.68074,145.4155,130822.65225
"Asuncion","ASC-00437",19.68962,145.4197,142019.30255
"Asuncion","ASC-00455",19.69736,145.418,140717.57745
"Asuncion","ASC-00487",19.69087,145.4191,138921.5024
"Asuncion","ASC-00448",19.70478,145.4122,142040.1775
"Asuncion","ASC-00464",19.70624,145.409,141405.1024
"Farallon de Pajaros","FDP-00308",20.53963,144.9004,124948.05215
"Farallon de Pajaros","FDP-00283",20.53494,144.8953,110348.95195
"Farallon de Pajaros","FDP-00289",20.54867,144.9048,155375.10265
"Farallon de Pajaros","FDP-00327",20.55055,144.8975,124357.2021
"Farallon de Pajaros","FDP-00321",20.54495,144.9035,152194.75265
"Farallon de Pajaros","FDP-00353",20.54369,144.9024,131701.40225
"Farallon de Pajaros","FDP-00372",20.53814,144.8986,120465.80205
"Farallon de Pajaros","FDP-00302",20.54473,144.8854,49246.50088
"Farallon de Pajaros","FDP-00314",20.55039,144.8867,93972.10168
"Farallon de Pajaros","FDP-00340",20.54078,144.8854,48739.40091
"Farallon de Pajaros","FDP-00309",20.54859,144.8864,73278.8762725
"Farallon de Pajaros","FDP-00361",20.54786,144.9029,154007.92765
"Maug","MAU-00868",20.03704,145.2223,137306.5524
"Maug","MAU-00955",20.03415,145.2264,130222.877225
"Maug","MAU-00952",20.03609,145.2186,120484.577075
"Maug","MAU-00994",20.03585,145.2195,110411.9019
"Maug","MAU-00838",20.0235,145.2071,41416.2007125
"Maug","MAU-00910",20.01995,145.2079,33907.60058
"Maug","MAU-00918",20.01124,145.2117,41431.90075
"Maug","MAU-01012",20.01357,145.2092,22679.6504225
"Maug","MAU-00844",20.01492,145.2366,99908.85177
"Maug","MAU-00940",20.02556,145.2361,127520.60225
"Maug","MAU-00907",20.01279,145.2321,100914.1518
"Maug","MAU-01007",20.01535,145.2349,99908.85177
"Maug","MAU-00957",20.02197,145.2392,130664.9523
"Maug","MAU-00848",20.02333,145.2397,129992.602275
"Maug","MAU-00996",20.03084,145.2295,2816.8000445
"Maug","MAU-00944",20.0268,145.2068,62576.15111
"Maug","MAU-00984",20.01672,145.2068,41559.70072
"Maug","MAU-00870",20.02918,145.2072,82780.2764375
"Maug","MAU-00992",20.01111,145.2174,37222.650695
"Maug","MAU-00884",20.02486,145.2306,3102.950053
"Maug","MAU-00953",20.01432,145.2276,13969.075255
"Maug","MAU-01000",20.0205,145.2302,5716.150107
"Maug","MAU-00913",20.02995,145.2185,1617.4500315
"Maug","MAU-00951",20.02548,145.2108,2466.050047
"Maug","MAU-00997",20.02322,145.2102,2617.600038
"Maug","MAU-00999",20.0305,145.2229,1874.70003125
"Maug","MAU-00855",20.01779,145.2126,3480.25006025
"Pagan","PAG-00899",18.16737,145.7676,78635.25133
"Pagan","PAG-00924",18.16907,145.7867,133283.4523625
"Pagan","PAG-00997",18.16674,145.792,134853.7024
"Pagan","PAG-01046",18.16871,145.7754,112707.10185
"Pagan","PAG-00821",18.12116,145.7535,17957.25029
"Pagan","PAG-01066",18.11272,145.757,17394.05028
"Pagan","PAG-00892",18.09388,145.7454,20530.050345
"Sarigan","SAR-00341",16.70648,145.7891,121521.0521
"Sarigan","SAR-00377",16.69937,145.7878,105789.8018
"Sarigan","SAR-00343",16.69845,145.7716,16512.27528
"Sarigan","SAR-00373",16.71342,145.7735,45849.4507925
"Saipan","SAI-01184",15.10421,145.7097,5980.87510275
"Saipan","SAI-01339",15.1045,145.7283,3769.100076
"Saipan","SAI-01473",15.10995,145.7052,3310.6250615
"Saipan","SAI-01305",15.11807,145.693,4423.500077
"Saipan","SAI-01142",15.14739,145.7476,21162.650335
"Saipan","SAI-01316",15.1401,145.7429,48106.100875
"Saipan","SAI-01498",15.16124,145.7627,2625.30005
"Saipan","SAI-01359",15.15763,145.7689,1767.8500295
"Saipan","SAI-01438",15.25254,145.7148,53603.30092
"Saipan","SAI-01622",15.24438,145.7048,38790.20069
"Tau","TAU-01062",-14.27548,-169.4922,149574.60255
"Tutuila","TUT-03020",-14.33662,-170.8041,85010.27644
"Tutuila","TUT-03021",-14.34374,-170.7891,63500.60111
"Tutuila","TUT-03026",-14.33066,-170.8141,89901.15153
"Tau","TAU-01077",-14.23464,-169.4189,113298.968683333
"Ofu & Olosega","OFU-01031",-14.1662,-169.6275,37891.550665
"Ofu & Olosega","OFU-01033",-14.16223,-169.6205,35924.050635
"Ofu & Olosega","OFU-01051",-14.16354,-169.6874,59594.876
"Tau","TAU-01065",-14.2634,-169.4999,105822.10185
"Tau","TAU-01056",-14.26508,-169.499,109596.65185
"Tau","TAU-01034",-14.21485,-169.5022,37118.300645
"Tau","TAU-01080",-14.22821,-169.5187,105654.95185
"Tau","TAU-01016",-14.22437,-169.5197,103686.6018
"Rose","ROS-01101",-14.53623,-168.1639,43498.6841
"Rose","ROS-05001",-14.55075,-168.167,122423.3645875
"Rose","ROS-01070",-14.54609,-168.1707,134298.9023
"Rose","ROS-01062",-14.54181,-168.1726,138039.15245
"Tau","TAU-01036",-14.2487,-169.419,143021.4525
"Rose","ROS-01105",-14.53727,-168.1686,44564.450785
"Tau","TAU-01009",-14.21155,-169.4423,39679.90066
"Tutuila","TUT-02803",-14.29288,-170.5498,132905.25235
"Tutuila","TUT-02806",-14.29304,-170.5525,132790.35235
"Tutuila","TUT-02808",-14.2965,-170.5661,131106.2023
"Tutuila","TUT-02812",-14.29502,-170.5582,132790.35235
"Ofu & Olosega","OFU-00985",-14.161,-169.6383,42811.50073
"Ofu & Olosega","OFU-01034",-14.16404,-169.6599,43073.400695
"Ofu & Olosega","OFU-01013",-14.16306,-169.6851,46335.0758075
"Rose","ROS-01045",-14.5353,-168.1616,43822.7757725
"Tutuila","TUT-03023",-14.32686,-170.8338,93871.651625
"Jarvis","JAR-01916",-0.362684,-160.0045,90232.651555
"Jarvis","JAR-01948",-0.361651,-159.9983,100070.451725
"Jarvis","JAR-02021",-0.365375,-160.006,77190.376325
"Jarvis","JAR-01984",-0.374247,-159.9815,137177.252425
"Jarvis","JAR-01919",-0.373424,-159.9733,154363.419366667
"Jarvis","JAR-01974",-0.375679,-159.9762,150750.877675
"Jarvis","JAR-01981",-0.378925,-159.9724,152311.227675
"Jarvis","JAR-01918",-0.366124,-159.9813,136783.2024
"Jarvis","JAR-02040",-0.372275,-159.9823,129308.5023
"Jarvis","JAR-01915",-0.381992,-159.9961,89108.451545
"Howland","HOW-00866",0.816194,-176.6245,91012.75161
"Howland","HOW-00860",0.81195,-176.6116,130390.47725
"Swains","SWA-00800",-11.06341,-171.0871,79439.651395
"Swains","SWA-00780",-11.04585,-171.0779,77002.2263325
"Swains","SWA-00788",-11.04674,-171.0811,69077.501175
"Tutuila","TUT-02929",-14.23855,-170.6694,34148.250605
"Tutuila","TUT-02927",-14.24689,-170.6643,20872.15036
"Tutuila","TUT-02935",-14.26344,-170.7134,22927.000365
"Tutuila","TUT-02908",-14.26109,-170.7059,19927.100335
"Tutuila","TUT-05000",-14.28767,-170.7819,23698.50038
"Tutuila","TUT-02907",-14.28835,-170.7689,23380.950375
"Tutuila","TUT-02906",-14.23039,-170.6958,36299.05064
"Tutuila","TUT-02954",-14.29084,-170.7888,23487.15038
"Tutuila","TUT-02948",-14.29313,-170.809,26399.900445
"Tutuila","TUT-02938",-14.29947,-170.8153,21214.0670266667
"Tutuila","TUT-02942",-14.28232,-170.7339,21570.30037
"Tutuila","TUT-02937",-14.28841,-170.7591,22992.60037
"Tutuila","TUT-02952",-14.29198,-170.7923,20425.6003475
"Tutuila","TUT-02904",-14.25603,-170.6511,5206.60008
"Tutuila","TUT-02883",-14.36313,-170.7622,50918.800885
"Tutuila","TUT-02871",-14.36512,-170.7635,60467.4510625
"Tutuila","TUT-02874",-14.36191,-170.7648,61752.1510625
"Tutuila","TUT-02889",-14.36417,-170.7602,6078.9001035
"Tutuila","TUT-05004",-14.28096,-170.5615,40957.8507
"Tutuila","TUT-05003",-14.28366,-170.5631,95882.9517225
"Tutuila","TUT-02855",-14.36011,-170.7493,84956.326475
"Tutuila","TUT-02852",-14.36085,-170.7504,93022.801675
"Tutuila","TUT-02850",-14.36434,-170.7521,112921.70195
"Howland","HOW-00865",0.823563,-176.6239,144714.85255
"Howland","HOW-00891",0.808395,-176.611,130499.5272
"Howland","HOW-00862",0.8054,-176.6213,54301.9342516667
"Baker","BAK-00752",0.200068,-176.4841,104171.3018
"Swains","SWA-00795",-11.06587,-171.0849,97616.4016925
"Swains","SWA-00802",-11.05859,-171.0908,72216.901275
"Tutuila","TUT-05001",-14.29213,-170.7798,17370.200295
"Tutuila","TUT-02944",-14.29076,-170.7467,21025.82536
"Tutuila","TUT-02905",-14.24569,-170.6835,19813.4003375
"Tutuila","TUT-03043",-14.25079,-170.6422,15749.350285
"Rose","ROS-01056",-14.55498,-168.1475,149299.62755
"Rose","ROS-01080",-14.53783,-168.1708,63116.976115
"Jarvis","JAR-01980",-0.362512,-159.9927,99668.0767225
"Jarvis","JAR-02031",-0.376718,-159.9795,137023.10245
"Jarvis","JAR-01900",-0.379623,-160.0158,134616.5023
"Jarvis","JAR-01923",-0.381684,-159.9992,87382.551525
"Jarvis","JAR-01939",-0.381757,-160.0067,88269.801515
"Ofu & Olosega","OFU-00982",-14.16116,-169.6829,42681.55075
"Tau","TAU-01000",-14.21963,-169.5177,31841.000545
"Rose","ROS-01067",-14.53702,-168.147,69719.101245
"Rose","ROS-01077",-14.53402,-168.1586,43950.550775
"Jarvis","JAR-01977",-0.381494,-160.0116,124705.035483333
"Jarvis","JAR-01931",-0.375452,-160.0135,108646.276875
"Ofu & Olosega","OFU-01045",-14.17407,-169.6443,88699.05151
"Palmyra","PAL-01075",5.87569,-162.1459,78675.2513175
"Palmyra","PAL-01125",5.88169,-162.1296,47703.350785
"Palmyra","PAL-01182",5.877228,-162.1191,0
"Palmyra","PAL-01101",5.8927,-162.1298,77842.026345
"Palmyra","PAL-01176",5.87388,-162.1124,0
"Palmyra","PAL-01106",5.873518,-162.1268,45159.350755
"Palmyra","PAL-01170",5.889177,-162.1221,0
"Palmyra","PAL-01065",5.863276,-162.0289,44544.100765
"Palmyra","PAL-01095",5.869347,-162.0342,43502.100745
"Palmyra","PAL-01187",5.873456,-162.0428,0
"Palmyra","PAL-01138",5.867444,-162.0412,41183.250715
"Palmyra","PAL-01139",5.879394,-162.03,134000.00235
"Palmyra","PAL-01102",5.867425,-162.017,64493.85111375
"Palmyra","PAL-01059",5.897446,-162.0999,125866.1022
"Rose","ROS-01071",-14.54374,-168.1718,136898.45235
"Rose","ROS-01053",-14.53228,-168.1577,43541.25077
"Ofu & Olosega","OFU-01047",-14.16067,-169.668,46508.575775
"Ofu & Olosega","OFU-00995",-14.16436,-169.6558,42515.05069
"Tau","TAU-01071",-14.26327,-169.499,102504.60175
"Rose","ROS-01048",-14.54173,-168.1439,71160.041239
"Tau","TAU-01021",-14.25583,-169.42,152488.7527
"Tau","TAU-01011",-14.20987,-169.4303,57293.0509725
"Tau","TAU-01074",-14.26767,-169.4963,114861.05195
"Rose","ROS-01076",-14.53908,-168.1457,72992.2262725
"Kingman","KIN-00908",6.398091,-162.4609,73078.901265
"Palmyra","PAL-01114",5.895702,-162.1229,123250.65215
"Palmyra","PAL-01142",5.886696,-162.1157,0
"Palmyra","PAL-01107",5.886772,-162.13,31660.35054
"Kingman","KIN-05001",6.397649,-162.3363,158780.45275
"Kingman","KIN-00915",6.405676,-162.4576,79316.35134
"Kingman","KIN-00901",6.401165,-162.4669,77099.201305
"Kingman","KIN-00918",6.405131,-162.4603,79316.35134
"Kingman","KIN-00860",6.404042,-162.3448,159220.2028
"Kingman","KIN-00837",6.429722,-162.375,163624.6028
"Palmyra","PAL-01162",5.895975,-162.0791,74775.501355
"Palmyra","PAL-01087",5.866966,-162.1103,43643.150745
"Palmyra","PAL-01120",5.868771,-162.0716,37592.90064
"Kingman","KIN-00835",6.427592,-162.3716,164421.0028
"Kingman","KIN-00832",6.433351,-162.3782,164802.1028
"Kingman","KIN-00841",6.435843,-162.3817,164802.1028
"Kingman","KIN-00843",6.424462,-162.3674,164540.8528
"Palmyra","PAL-01111",5.897517,-162.0948,124886.30215
"Palmyra","PAL-01100",5.898678,-162.0661,133106.25235
"Kingman","KIN-00838",6.39717,-162.3363,158780.45275
"Kingman","KIN-00862",6.385349,-162.3363,123178.05215
"Kingman","KIN-00905",6.380195,-162.4391,31726.600535
"Palmyra","PAL-01193",5.883424,-162.1137,0
"Kingman","KIN-00868",6.424615,-162.3686,164198.6028
"Baker","BAK-00724",0.186727,-176.47,109815.15185
"Howland","HOW-00910",0.821225,-176.6252,147230.40255
"Baker","BAK-00804",0.203762,-176.4781,124037.80215
"Baker","BAK-00770",0.19557,-176.4863,79679.90137
"Swains","SWA-00793",-11.05661,-171.0918,69004.45119
"Tutuila","TUT-02897",-14.23714,-170.6732,35131.000625
"Tutuila","TUT-05005",-14.27683,-170.5576,30101.850505
"Ofu & Olosega","OFU-00987",-14.18671,-169.664,97655.151685
"Ofu & Olosega","OFU-01014",-14.1781,-169.6501,91787.95159
"Ofu & Olosega","OFU-01049",-14.17609,-169.648,89325.801515
"Ofu & Olosega","OFU-01024",-14.17667,-169.6284,77011.90133
"Ofu & Olosega","OFU-01004",-14.1726,-169.642,86243.15148
"Ofu & Olosega","OFU-01010",-14.18836,-169.6211,88775.95151
"Baker","BAK-00813",0.201357,-176.4691,133932.6523
"Swains","SWA-00789",-11.04853,-171.0888,64510.751135
"Swains","SWA-00766",-11.0515,-171.0655,123923.80215
"Tutuila","TUT-02854",-14.36535,-170.7525,113129.55195
"Tau","TAU-01032",-14.2144,-169.4881,37309.6256525
"Kingman","KIN-00892",6.392212,-162.4626,52893.650955
"Palmyra","PAL-01134",5.873855,-162.0362,103909.985148333
"Palmyra","PAL-01196",5.87507,-162.0429,0
"Palmyra","PAL-01190",5.881436,-162.1208,0
"Palmyra","PAL-01104",5.875905,-162.131,58833.800995
"Palmyra","PAL-01077",5.895581,-162.0843,105391.5018
"Palmyra","PAL-01093",5.866929,-162.1231,45127.1507525
"Palmyra","PAL-01052",5.884333,-162.1411,72394.401225
"Palmyra","PAL-01066",5.868817,-162.1298,64222.0510925
"Palmyra","PAL-01152",5.896258,-162.1051,122902.8521
"Palmyra","PAL-01057",5.896885,-162.0889,120357.4021
"Palmyra","PAL-01185",5.869049,-162.0892,41084.500715
"Palmyra","PAL-01153",5.895465,-162.0896,120357.4021
"Palmyra","PAL-01186",5.895223,-162.1138,122864.70215
"Kingman","KIN-00863",6.393916,-162.3359,152743.8526
"Palmyra","PAL-01143",5.894722,-162.0845,105391.5018
"Kingman","KIN-00865",6.38196,-162.3502,39641.650675
"Kingman","KIN-00850",6.420936,-162.3628,164783.8528
"Maui","MAI-02543",20.86118,-156.6749,0
"Maui","MAI-02461",20.76683,-156.4787,0
"Kahoolawe","KAH-00627",20.58214,-156.6226,192.75
"Maui","MAI-02502",20.80669,-156.6233,0
"Lanai","LAN-01819",20.74649,-156.9769,65052.800915
"Maui","MAI-02567",20.86184,-156.1338,148214.7025
"Lanai","LAN-01795",20.7324,-156.9505,19315.399625
"Kahoolawe","KAH-00659",20.60397,-156.5829,0
"Molokai","MOL-02291",21.19345,-157.263,133242.6009
"Molokai","MOL-02266",21.06394,-156.983,1400.8000185
"Kahoolawe","KAH-00608",20.51487,-156.6941,36564.150515
"Hawaii","HAW-03436",20.03042,-155.3081,102084.5018
"Hawaii","HAW-04231",19.55366,-154.8712,99089.551705
"Hawaii","HAW-04300",19.19076,-155.9086,20104.75034
"Hawaii","HAW-04232",19.51626,-154.8042,95540.15165
"Hawaii","HAW-04224",19.54227,-154.8433,100668.5517
"Hawaii","HAW-04227",19.54917,-154.8603,96375.001645
"Hawaii","HAW-04292",19.39182,-155.9089,4032.400069
"Hawaii","HAW-04264",19.55125,-155.966,7119.300116
"Hawaii","HAW-04221",19.74576,-155.0666,74584.301265
"Hawaii","HAW-04280",19.57936,-155.9697,1727.45003375
"Maui","MAI-02530",20.84161,-156.6572,0
"Lanai","LAN-01810",20.8602,-157.0278,19002.99986
"Lanai","LAN-01809",20.78013,-156.9922,60502.75084
"Maui","MAI-02529",20.90868,-156.6908,142.1333365
"Maui","MAI-02534",20.89201,-156.6865,0
"Maui","MAI-02532",20.8792,-156.691,0
"Maui","MAI-02541",20.91572,-156.6981,4164.2500725
"Maui","MAI-02489",20.7034,-156.4521,0
"Maui","MAI-02505",20.63135,-156.4484,0
"Maui","MAI-02481",20.76712,-156.4805,0
"Maui","MAI-02466",20.72922,-156.4648,0
"Maui","MAI-02537",20.87701,-156.6853,0
"Maui","MAI-02483",20.79996,-156.6017,0
"Maui","MAI-02527",20.91302,-156.6968,3024.000048
"Maui","MAI-02546",20.90665,-156.2128,87461.3514825
"Molokai","MOL-02227",21.17688,-156.7764,260850.9469
"Molokai","MOL-02233",21.17679,-156.8099,257775.397
"Hawaii","HAW-04283",20.05691,-155.845,33.900001045
"Hawaii","HAW-04294",19.56103,-155.9674,5265.7500855
"Hawaii","HAW-04208",19.58264,-154.9203,90393.101535
"Hawaii","HAW-04299",19.45127,-155.9219,1530.9500315
"Hawaii","HAW-04259",19.34035,-155.8879,14592.550245
"Lanai","LAN-01818",20.83711,-156.9989,26853.55037
"Lanai","LAN-01817",20.84665,-157.0069,19882.00028
"Lanai","LAN-01813",20.82092,-156.9907,41453.5
"Lanai","LAN-01811",20.88344,-157.057,42093.400585
"Kauai","KAU-02101",21.87541,-159.523,20135.999605
"Kauai","KAU-02119",21.88887,-159.5722,19881.1996125
"Kauai","KAU-02127",21.93415,-159.6624,19975.849615
"Kauai","KAU-02115",21.92762,-159.6524,19938.499615
"Kauai","KAU-02105",21.91305,-159.6592,22520.50027
"Kauai","KAU-02128",21.95313,-159.7058,19872.40004
"Hawaii","HAW-04268",19.56698,-155.9704,4032.400069
"Hawaii","HAW-04240",19.82821,-156.0013,5256.700097
"Hawaii","HAW-04254",19.85016,-155.9728,4348.100078
"Hawaii","HAW-04243",19.60751,-155.9832,168.7500025
"Hawaii","HAW-04304",19.67338,-156.0341,4564.2500765
"Hawaii","HAW-04296",19.64188,-156.0136,63.65000093
"Kahoolawe","KAH-00632",20.51349,-156.6062,16202.650305
"Kahoolawe","KAH-00672",20.50412,-156.6407,28683
"Kahoolawe","KAH-00662",20.51337,-156.573,21598.099845
"Hawaii","HAW-03433",20.08813,-155.4294,101446.05175
"Hawaii","HAW-03445",20.08957,-155.4361,0
"Molokai","MOL-02255",21.03949,-156.8427,91348.5
"Molokai","MOL-02280",21.08464,-157.0514,15247.60021
"Hawaii","HAW-03465",20.05453,-155.3633,101552.9018
"Hawaii","HAW-03441",20.06521,-155.3819,101798.0018
"Maui","MAI-02520",20.91426,-156.7008,4164.2500725
"Molokai","MOL-02283",21.08971,-157.1138,18743.24986
"Lanai","LAN-01788",20.86601,-156.8338,19154.5
"Lanai","LAN-01814",20.85423,-156.8203,15895.25
"Lanai","LAN-01768",20.86936,-156.8339,19154.5
"Lanai","LAN-01829",20.86163,-156.8303,15863.25011
"Hawaii","HAW-04263",19.16264,-155.9148,20718.800355
"Hawaii","HAW-04277",19.07632,-155.905,109.80000304
"Hawaii","HAW-04245",19.04139,-155.882,20618.3836721667
"Hawaii","HAW-04272",19.90434,-155.9062,1301.700027
"Hawaii","HAW-04252",19.89144,-155.9099,1185.7500213
"Hawaii","HAW-04267",19.9862,-155.8354,34.35000062
"Hawaii","HAW-04253",19.91259,-155.9014,1389.4000235
"Hawaii","HAW-04257",19.92087,-155.8932,878.50001705
"Hawaii","HAW-04239",19.8414,-155.0799,74430.90128
"Hawaii","HAW-04278",20.04418,-155.8378,51.050001025
"Hawaii","HAW-04237",19.7479,-155.0893,68854.701165
"Hawaii","HAW-04220",19.53255,-154.8191,101538.7017
"Hawaii","HAW-04249",19.57356,-154.9076,92783.70162
"Molokai","MOL-02240",21.17028,-156.931,78394.79919
"Lanai","LAN-01816",20.8293,-156.8052,15502.29998
"Hawaii","HAW-04219",20.19658,-155.7139,87403.85151
"Hawaii","HAW-04222",20.1927,-155.701,88983.70154
"Hawaii","HAW-04203",20.24604,-155.7834,78115.05135
"Hawaii","HAW-04241",19.79808,-156.0212,5421.9500915
"Kahoolawe","KAH-00663",20.51736,-156.5546,19121.49986
"Niihau","NII-02594",21.9701,-160.1269,148886.3529
"Niihau","NII-02584",21.88445,-160.237,162823.5
"Molokai","MOL-02260",21.08252,-157.0612,16185.449875
"Molokai","MOL-02263",21.07906,-156.7626,118201.5
"Molokai","MOL-02275",21.07459,-156.7759,110580.5
"Molokai","MOL-02265",21.07002,-157.0269,3657.400094
"Hawaii","HAW-03434",20.069,-155.3915,101778.8518
"Hawaii","HAW-03451",20.07739,-155.4036,101511.8017
"Molokai","MOL-02276",21.05343,-156.8304,93234.75
"Kahoolawe","KAH-00646",20.50115,-156.6772,20676.80004
"Lanai","LAN-01815",20.8531,-157.0134,18807.64986
"Lanai","LAN-01823",20.86561,-157.0379,19042.49986
"Maui","MAI-02515",20.97752,-156.6863,13117.35021
"Molokai","MOL-02286",21.08406,-157.2811,19559.60003
"Lanai","LAN-01800",20.83869,-156.8099,13079.1500525
"Niihau","NII-02552",22.00347,-160.0653,238439.8971
"Niihau","NII-02547",22.01388,-160.0995,126797.85085
"Niihau","NII-02583",21.91576,-160.2059,158865
"Niihau","NII-02580",21.95172,-160.1372,150360
"Kauai","KAU-02164",22.16346,-159.7231,196805.10395
"Kauai","KAU-02145",22.20357,-159.6348,182782.60125
"Kauai","KAU-02160",22.14699,-159.7503,194992.00525
"Lanai","LAN-01785",20.89738,-156.8684,30713.09965
"Kauai","KAU-02100",22.07698,-159.2979,138716
"Oahu","OAH-03293",21.30693,-158.1264,112838.5
"Oahu","OAH-03000",21.38015,-158.1526,53155.25
"Oahu","OAH-03262",21.28791,-158.1142,111389.650725
"Oahu","OAH-03282",21.3991,-158.1805,116771
"Oahu","OAH-03057",21.59125,-158.1847,177817.5
"Oahu","OAH-03122",21.59214,-158.1466,163882.25
"Maui","MAI-02664",20.62995,-156.1114,31680.300565
"Maui","MAI-02685",20.6069,-156.2414,15480.200265
"Maui","MAI-02686",20.58241,-156.3055,0
"Oahu","OAH-03234",21.6841,-158.0423,187531.405
"Oahu","OAH-03233",21.6561,-158.0636,161582.75
"Oahu","OAH-03112",21.69581,-158.0381,203330.75
"Oahu","OAH-03243",21.62903,-158.0773,156822.75
"Oahu","OAH-03084",21.5388,-157.8232,196340.598
"Oahu","OAH-03087",21.58535,-157.8658,176287.04825
"Oahu","OAH-03078",21.50332,-157.7963,196340.598
"Oahu","OAH-03288",21.24956,-157.8083,29626.19977
"Oahu","OAH-03284",21.26746,-157.8296,19266.199625
"Oahu","OAH-03292",21.27008,-157.8273,19266.199625
"Maui","MAI-02706",20.62684,-156.1176,34659.95062
"Oahu","OAH-03232",21.63331,-158.0796,157494.75
"Oahu","OAH-03259",21.25259,-157.7507,20446.499855
"Maui","MAI-02709",20.59311,-156.2798,24349.350405
"Oahu","OAH-03265",21.25686,-157.7626,22108.12484
"Oahu","OAH-03051",21.58246,-158.2182,182782.60125
"Oahu","OAH-03279",21.52381,-158.234,69110.550975
"Oahu","OAH-03052",21.57079,-158.277,45559.25
"Oahu","OAH-03065",21.56157,-158.2609,28773.3004
"Oahu","OAH-04001",21.57043,-158.2724,25602.15035
"Kauai","KAU-02133",22.04095,-159.3111,130621.25
"Lanai","LAN-01789",20.93291,-156.9613,51069.749935
"Lanai","LAN-01783",20.92362,-156.9237,50095.949415
"Oahu","OAH-04002",21.50244,-158.2323,105955.2010725
"Oahu","OAH-03110",21.67636,-158.0595,182782.60125
"Oahu","OAH-03242",21.61756,-158.0918,157494.75
"Oahu","OAH-03296",21.42769,-158.183,92711.951275
"Oahu","OAH-03267",21.36308,-158.1363,65032
"Oahu","OAH-03286",21.35055,-158.1309,86274.251195
"Oahu","OAH-03272",21.32858,-158.1273,95966.951315
"Oahu","OAH-03235",21.60814,-158.1081,158735.5
"Maui","MAI-02666",20.59387,-156.2722,22896.95038
"Kauai","KAU-02118",22.00211,-159.3225,127338.5
"Kauai","KAU-02146",22.17117,-159.6923,185218.25495
"Oahu","OAH-03088",21.61852,-157.8952,154430
"Kure","KUR-04117",28.3842,-178.3098,30650.750505
"Kure","KUR-04115",28.38395,-178.3078,36372.150615
"Kure","KUR-04130",28.38481,-178.2968,50080.80089
"Kure","KUR-04113",28.41812,-178.2825,117520.9021
"Pearl & Hermes","PHR-04273",27.86959,-175.7348,68253.051185
"Pearl & Hermes","PHR-04274",27.835948,-175.749558,59813.901045
"Pearl & Hermes","PHR-04250",27.83075,-175.7469,66124.35116
"Pearl & Hermes","PHR-04259",27.807122,-175.754761,61927.30109
"Lisianski","LIS-04332",26.03307,-174.0212,228018.15395
"Lisianski","LIS-04367",26.03385,-174.0022,219907.00375
"Lisianski","LIS-04359",26.05331,-173.9835,175242.35305
"Lisianski","LIS-04391",26.06403,-173.9759,212054.3036
