"","SITE","OBS_YEAR","PeakDHW","PeakDate"
"5757","MAR-04016",2015,6.21999979019165,"2015-09-20"
"5758","MAR-04016",2016,0,"2016-01-01"
"5759","MAR-04016",2017,5.92999982833862,"2017-10-03"
"5760","MAR-04016",2018,0,"2018-01-01"
"5761","MAR-04016",2019,7.36999988555908,"2019-09-25"
"5762","MAR-04030",2013,1.80999994277954,"2013-09-21"
"5763","MAR-04030",2014,14.1000003814697,"2014-10-18"
"5764","MAR-04030",2015,6.21999979019165,"2015-09-20"
"5765","MAR-04030",2016,0,"2016-01-01"
"5766","MAR-04030",2017,5.92999982833862,"2017-10-03"
"5767","MAR-04030",2018,0,"2018-01-01"
"5768","MAR-04030",2019,7.36999988555908,"2019-09-25"
"5769","MAR-04017",2013,1.8400000333786,"2013-09-21"
"5770","MAR-04017",2014,13.210000038147,"2014-10-18"
"5771","MAR-04017",2015,6.46999979019165,"2015-09-20"
"5772","MAR-04017",2016,0,"2016-01-01"
"5773","MAR-04017",2017,5.82999992370605,"2017-10-03"
"5774","MAR-04017",2018,0,"2018-01-01"
"5775","MAR-04017",2019,7.32000017166138,"2019-09-25"
"5776","MAR-04084",2013,1.78999996185303,"2013-09-21"
"5777","MAR-04084",2014,14.1700000762939,"2014-10-18"
"5778","MAR-04084",2015,6.09000015258789,"2015-09-20"
"5779","MAR-04084",2016,0,"2016-01-01"
"5780","MAR-04084",2017,5.59999990463257,"2017-10-03"
"5781","MAR-04084",2018,0,"2018-01-01"
"5782","MAR-04084",2019,7.13000011444092,"2019-09-25"
"5783","MAR-04097",2013,1.79999995231628,"2013-09-21"
"5784","MAR-04097",2014,14.2399997711182,"2014-10-18"
"5785","MAR-04097",2015,6.1399998664856,"2015-09-20"
"5786","MAR-04097",2016,0,"2016-01-01"
"5787","MAR-04097",2017,5.73000001907349,"2017-10-03"
"5788","MAR-04097",2018,0,"2018-01-01"
"5789","MAR-04097",2019,7.38000011444092,"2019-09-25"
"5790","MAR-04098",2013,1.79999995231628,"2013-09-21"
"5791","MAR-04098",2014,14.2399997711182,"2014-10-18"
"5792","MAR-04098",2015,6.1399998664856,"2015-09-20"
"5793","MAR-04098",2016,0,"2016-01-01"
"5794","MAR-04098",2017,5.73000001907349,"2017-10-03"
"5795","MAR-04098",2018,0,"2018-01-01"
"5796","MAR-04098",2019,7.38000011444092,"2019-09-25"
"5797","MAU-00603",2013,4.46000003814697,"2013-09-07"
"5798","MAU-00603",2014,10.1099996566772,"2014-09-04"
"5799","MAU-00603",2015,0,"2015-01-01"
"5800","MAU-00603",2016,5.15000009536743,"2016-08-12"
"5801","MAU-00603",2017,6.40000009536743,"2017-08-21"
"5802","MAU-00603",2018,0,"2018-01-01"
"5803","MAU-00603",2019,2.78999996185303,"2019-08-03"
"5804","MAU-00539",2013,4.46000003814697,"2013-09-07"
"5805","MAU-00539",2014,10.1099996566772,"2014-09-04"
"5806","MAU-00539",2015,0,"2015-01-01"
"5807","MAU-00539",2016,5.15000009536743,"2016-08-12"
"5808","MAU-00539",2017,6.40000009536743,"2017-08-21"
"5809","MAU-00539",2018,0,"2018-01-01"
"5810","MAU-00539",2019,2.78999996185303,"2019-08-03"
"5811","MAU-00551",2013,4.46000003814697,"2013-09-07"
"5812","MAU-00551",2014,10.1099996566772,"2014-09-04"
"5813","MAU-00551",2015,0,"2015-01-01"
"5814","MAU-00551",2016,5.15000009536743,"2016-08-12"
"5815","MAU-00551",2017,6.40000009536743,"2017-08-21"
"5816","MAU-00551",2018,0,"2018-01-01"
"5817","MAU-00551",2019,2.78999996185303,"2019-08-03"
"5818","MAU-00607",2013,4.46000003814697,"2013-09-07"
"5819","MAU-00607",2014,10.1099996566772,"2014-09-04"
"5820","MAU-00607",2015,0,"2015-01-01"
"5821","MAU-00607",2016,5.15000009536743,"2016-08-12"
"5822","MAU-00607",2017,6.40000009536743,"2017-08-21"
"5823","MAU-00607",2018,0,"2018-01-01"
"5824","MAU-00607",2019,2.78999996185303,"2019-08-03"
"5825","MAU-00593",2013,4.46000003814697,"2013-09-07"
"5826","MAU-00593",2014,10.1099996566772,"2014-09-04"
"5827","MAU-00593",2015,0,"2015-01-01"
"5828","MAU-00593",2016,5.15000009536743,"2016-08-12"
"5829","MAU-00593",2017,6.40000009536743,"2017-08-21"
"5830","MAU-00593",2018,0,"2018-01-01"
"5831","MAU-00593",2019,2.78999996185303,"2019-08-03"
"5832","MAU-00613",2013,4.46000003814697,"2013-09-07"
"5833","MAU-00613",2014,10.1099996566772,"2014-09-04"
"5834","MAU-00613",2015,0,"2015-01-01"
"5835","MAU-00613",2016,5.15000009536743,"2016-08-12"
"5836","MAU-00613",2017,6.40000009536743,"2017-08-21"
"5837","MAU-00613",2018,0,"2018-01-01"
"5838","MAU-00613",2019,2.78999996185303,"2019-08-03"
"5839","MAU-00550",2013,4.46000003814697,"2013-09-07"
"5840","MAU-00550",2014,10.1099996566772,"2014-09-04"
"5841","MAU-00550",2015,0,"2015-01-01"
"5842","MAU-00550",2016,5.15000009536743,"2016-08-12"
"5843","MAU-00550",2017,6.40000009536743,"2017-08-21"
"5844","MAU-00550",2018,0,"2018-01-01"
"5845","MAU-00550",2019,2.78999996185303,"2019-08-03"
"5846","MAU-00541",2013,4.46000003814697,"2013-09-07"
"5847","MAU-00541",2014,10.1099996566772,"2014-09-04"
"5848","MAU-00541",2015,0,"2015-01-01"
"5849","MAU-00541",2016,5.15000009536743,"2016-08-12"
"5850","MAU-00541",2017,6.40000009536743,"2017-08-21"
"5851","MAU-00541",2018,0,"2018-01-01"
"5852","MAU-00541",2019,2.78999996185303,"2019-08-03"
"5853","MAU-00604",2013,4.46000003814697,"2013-09-07"
"5854","MAU-00604",2014,10.1099996566772,"2014-09-04"
"5855","MAU-00604",2015,0,"2015-01-01"
"5856","MAU-00604",2016,5.15000009536743,"2016-08-12"
"5857","MAU-00604",2017,6.40000009536743,"2017-08-21"
"5858","MAU-00604",2018,0,"2018-01-01"
"5859","MAU-00604",2019,2.78999996185303,"2019-08-03"
"5860","MAU-00575",2013,4.46000003814697,"2013-09-07"
"5861","MAU-00575",2014,10.1099996566772,"2014-09-04"
"5862","MAU-00575",2015,0,"2015-01-01"
"5863","MAU-00575",2016,5.15000009536743,"2016-08-12"
"5864","MAU-00575",2017,6.40000009536743,"2017-08-21"
"5865","MAU-00575",2018,0,"2018-01-01"
"5866","MAU-00575",2019,2.78999996185303,"2019-08-03"
"5867","MAU-00571",2013,4.46000003814697,"2013-09-07"
"5868","MAU-00571",2014,10.1099996566772,"2014-09-04"
"5869","MAU-00571",2015,0,"2015-01-01"
"5870","MAU-00571",2016,5.15000009536743,"2016-08-12"
"5871","MAU-00571",2017,6.40000009536743,"2017-08-21"
"5872","MAU-00571",2018,0,"2018-01-01"
"5873","MAU-00571",2019,2.78999996185303,"2019-08-03"
"5874","MAU-00588",2013,4.46000003814697,"2013-09-07"
"5875","MAU-00588",2014,10.1099996566772,"2014-09-04"
"5876","MAU-00588",2015,0,"2015-01-01"
"5877","MAU-00588",2016,5.15000009536743,"2016-08-12"
"5878","MAU-00588",2017,6.40000009536743,"2017-08-21"
"5879","MAU-00588",2018,0,"2018-01-01"
"5880","MAU-00588",2019,2.78999996185303,"2019-08-03"
"5881","MAU-00612",2013,4.46000003814697,"2013-09-07"
"5882","MAU-00612",2014,10.1099996566772,"2014-09-04"
"5883","MAU-00612",2015,0,"2015-01-01"
"5884","MAU-00612",2016,5.15000009536743,"2016-08-12"
"5885","MAU-00612",2017,6.40000009536743,"2017-08-21"
"5886","MAU-00612",2018,0,"2018-01-01"
"5887","MAU-00612",2019,2.78999996185303,"2019-08-03"
"5888","MAU-00564",2013,4.46000003814697,"2013-09-07"
"5889","MAU-00564",2014,10.1099996566772,"2014-09-04"
"5890","MAU-00564",2015,0,"2015-01-01"
"5891","MAU-00564",2016,5.15000009536743,"2016-08-12"
"5892","MAU-00564",2017,6.40000009536743,"2017-08-21"
"5893","MAU-00564",2018,0,"2018-01-01"
"5894","MAU-00564",2019,2.78999996185303,"2019-08-03"
"5895","MAU-00554",2013,4.46000003814697,"2013-09-07"
"5896","MAU-00554",2014,10.1099996566772,"2014-09-04"
"5897","MAU-00554",2015,0,"2015-01-01"
"5898","MAU-00554",2016,5.15000009536743,"2016-08-12"
"5899","MAU-00554",2017,6.40000009536743,"2017-08-21"
"5900","MAU-00554",2018,0,"2018-01-01"
"5901","MAU-00554",2019,2.78999996185303,"2019-08-03"
"5902","MAU-00533",2013,4.46000003814697,"2013-09-07"
"5903","MAU-00533",2014,10.1099996566772,"2014-09-04"
"5904","MAU-00533",2015,0,"2015-01-01"
"5905","MAU-00533",2016,5.15000009536743,"2016-08-12"
"5906","MAU-00533",2017,6.40000009536743,"2017-08-21"
"5907","MAU-00533",2018,0,"2018-01-01"
"5908","MAU-00533",2019,2.78999996185303,"2019-08-03"
"5909","MAU-00557",2013,4.46000003814697,"2013-09-07"
"5910","MAU-00557",2014,10.1099996566772,"2014-09-04"
"5911","MAU-00557",2015,0,"2015-01-01"
"5912","MAU-00557",2016,5.15000009536743,"2016-08-12"
"5913","MAU-00557",2017,6.40000009536743,"2017-08-21"
"5914","MAU-00557",2018,0,"2018-01-01"
"5915","MAU-00557",2019,2.78999996185303,"2019-08-03"
"5916","MAU-00584",2013,4.46000003814697,"2013-09-07"
"5917","MAU-00584",2014,10.1099996566772,"2014-09-04"
"5918","MAU-00584",2015,0,"2015-01-01"
"5919","MAU-00584",2016,5.15000009536743,"2016-08-12"
"5920","MAU-00584",2017,6.40000009536743,"2017-08-21"
"5921","MAU-00584",2018,0,"2018-01-01"
"5922","MAU-00584",2019,2.78999996185303,"2019-08-03"
"5923","MAU-00586",2013,4.46000003814697,"2013-09-07"
"5924","MAU-00586",2014,10.1099996566772,"2014-09-04"
"5925","MAU-00586",2015,0,"2015-01-01"
"5926","MAU-00586",2016,5.15000009536743,"2016-08-12"
"5927","MAU-00586",2017,6.40000009536743,"2017-08-21"
"5928","MAU-00586",2018,0,"2018-01-01"
"5929","MAU-00586",2019,2.78999996185303,"2019-08-03"
"5930","MAU-00596",2013,4.46000003814697,"2013-09-07"
"5931","MAU-00596",2014,10.1099996566772,"2014-09-04"
"5932","MAU-00596",2015,0,"2015-01-01"
"5933","MAU-00596",2016,5.15000009536743,"2016-08-12"
"5934","MAU-00596",2017,6.40000009536743,"2017-08-21"
"5935","MAU-00596",2018,0,"2018-01-01"
"5936","MAU-00596",2019,2.78999996185303,"2019-08-03"
"5937","MAU-00585",2013,4.46000003814697,"2013-09-07"
"5938","MAU-00585",2014,10.1099996566772,"2014-09-04"
"5939","MAU-00585",2015,0,"2015-01-01"
"5940","MAU-00585",2016,5.15000009536743,"2016-08-12"
"5941","MAU-00585",2017,6.40000009536743,"2017-08-21"
"5942","MAU-00585",2018,0,"2018-01-01"
"5943","MAU-00585",2019,2.78999996185303,"2019-08-03"
"5944","MAU-00594",2013,4.46000003814697,"2013-09-07"
"5945","MAU-00594",2014,10.1099996566772,"2014-09-04"
"5946","MAU-00594",2015,0,"2015-01-01"
"5947","MAU-00594",2016,5.15000009536743,"2016-08-12"
"5948","MAU-00594",2017,6.40000009536743,"2017-08-21"
"5949","MAU-00594",2018,0,"2018-01-01"
"5950","MAU-00594",2019,2.78999996185303,"2019-08-03"
"5951","MAU-00868",2013,4.46000003814697,"2013-09-07"
"5952","MAU-00868",2014,10.1099996566772,"2014-09-04"
"5953","MAU-00868",2015,0,"2015-01-01"
"5954","MAU-00868",2016,5.15000009536743,"2016-08-12"
"5955","MAU-00868",2017,6.40000009536743,"2017-08-21"
"5956","MAU-00868",2018,0,"2018-01-01"
"5957","MAU-00868",2019,2.78999996185303,"2019-08-03"
"5958","MAU-00955",2013,4.46000003814697,"2013-09-07"
"5959","MAU-00955",2014,10.1099996566772,"2014-09-04"
"5960","MAU-00955",2015,0,"2015-01-01"
"5961","MAU-00955",2016,5.15000009536743,"2016-08-12"
"5962","MAU-00955",2017,6.40000009536743,"2017-08-21"
"5963","MAU-00955",2018,0,"2018-01-01"
"5964","MAU-00955",2019,2.78999996185303,"2019-08-03"
"5965","MAU-00952",2013,4.46000003814697,"2013-09-07"
"5966","MAU-00952",2014,10.1099996566772,"2014-09-04"
"5967","MAU-00952",2015,0,"2015-01-01"
"5968","MAU-00952",2016,5.15000009536743,"2016-08-12"
"5969","MAU-00952",2017,6.40000009536743,"2017-08-21"
"5970","MAU-00952",2018,0,"2018-01-01"
"5971","MAU-00952",2019,2.78999996185303,"2019-08-03"
"5972","MAU-00994",2013,4.46000003814697,"2013-09-07"
"5973","MAU-00994",2014,10.1099996566772,"2014-09-04"
"5974","MAU-00994",2015,0,"2015-01-01"
"5975","MAU-00994",2016,5.15000009536743,"2016-08-12"
"5976","MAU-00994",2017,6.40000009536743,"2017-08-21"
"5977","MAU-00994",2018,0,"2018-01-01"
"5978","MAU-00994",2019,2.78999996185303,"2019-08-03"
"5979","MAU-00838",2013,4.46000003814697,"2013-09-07"
"5980","MAU-00838",2014,10.1099996566772,"2014-09-04"
"5981","MAU-00838",2015,0,"2015-01-01"
"5982","MAU-00838",2016,5.15000009536743,"2016-08-12"
"5983","MAU-00838",2017,6.40000009536743,"2017-08-21"
"5984","MAU-00838",2018,0,"2018-01-01"
"5985","MAU-00838",2019,2.78999996185303,"2019-08-03"
"5986","MAU-00910",2013,4.46000003814697,"2013-09-07"
"5987","MAU-00910",2014,10.1099996566772,"2014-09-04"
"5988","MAU-00910",2015,0,"2015-01-01"
"5989","MAU-00910",2016,5.15000009536743,"2016-08-12"
"5990","MAU-00910",2017,6.40000009536743,"2017-08-21"
"5991","MAU-00910",2018,0,"2018-01-01"
"5992","MAU-00910",2019,2.78999996185303,"2019-08-03"
"5993","MAU-00918",2013,4.46000003814697,"2013-09-07"
"5994","MAU-00918",2014,10.1099996566772,"2014-09-04"
"5995","MAU-00918",2015,0,"2015-01-01"
"5996","MAU-00918",2016,5.15000009536743,"2016-08-12"
"5997","MAU-00918",2017,6.40000009536743,"2017-08-21"
"5998","MAU-00918",2018,0,"2018-01-01"
"5999","MAU-00918",2019,2.78999996185303,"2019-08-03"
"6000","MAU-01012",2013,4.46000003814697,"2013-09-07"
"6001","MAU-01012",2014,10.1099996566772,"2014-09-04"
"6002","MAU-01012",2015,0,"2015-01-01"
"6003","MAU-01012",2016,5.15000009536743,"2016-08-12"
"6004","MAU-01012",2017,6.40000009536743,"2017-08-21"
"6005","MAU-01012",2018,0,"2018-01-01"
"6006","MAU-01012",2019,2.78999996185303,"2019-08-03"
"6007","MAU-00844",2013,4.46000003814697,"2013-09-07"
"6008","MAU-00844",2014,10.1099996566772,"2014-09-04"
"6009","MAU-00844",2015,0,"2015-01-01"
"6010","MAU-00844",2016,5.15000009536743,"2016-08-12"
"6011","MAU-00844",2017,6.40000009536743,"2017-08-21"
"6012","MAU-00844",2018,0,"2018-01-01"
"6013","MAU-00844",2019,2.78999996185303,"2019-08-03"
"6014","MAU-00940",2013,4.46000003814697,"2013-09-07"
"6015","MAU-00940",2014,10.1099996566772,"2014-09-04"
"6016","MAU-00940",2015,0,"2015-01-01"
"6017","MAU-00940",2016,5.15000009536743,"2016-08-12"
"6018","MAU-00940",2017,6.40000009536743,"2017-08-21"
"6019","MAU-00940",2018,0,"2018-01-01"
"6020","MAU-00940",2019,2.78999996185303,"2019-08-03"
"6021","MAU-01007",2013,4.46000003814697,"2013-09-07"
"6022","MAU-01007",2014,10.1099996566772,"2014-09-04"
"6023","MAU-01007",2015,0,"2015-01-01"
"6024","MAU-01007",2016,5.15000009536743,"2016-08-12"
"6025","MAU-01007",2017,6.40000009536743,"2017-08-21"
"6026","MAU-01007",2018,0,"2018-01-01"
"6027","MAU-01007",2019,2.78999996185303,"2019-08-03"
"6028","MAU-00907",2013,4.46000003814697,"2013-09-07"
"6029","MAU-00907",2014,10.1099996566772,"2014-09-04"
"6030","MAU-00907",2015,0,"2015-01-01"
"6031","MAU-00907",2016,5.15000009536743,"2016-08-12"
"6032","MAU-00907",2017,6.40000009536743,"2017-08-21"
"6033","MAU-00907",2018,0,"2018-01-01"
"6034","MAU-00907",2019,2.78999996185303,"2019-08-03"
"6035","MAU-00848",2013,4.46000003814697,"2013-09-07"
"6036","MAU-00848",2014,10.1099996566772,"2014-09-04"
"6037","MAU-00848",2015,0,"2015-01-01"
"6038","MAU-00848",2016,5.15000009536743,"2016-08-12"
"6039","MAU-00848",2017,6.40000009536743,"2017-08-21"
"6040","MAU-00848",2018,0,"2018-01-01"
"6041","MAU-00848",2019,2.78999996185303,"2019-08-03"
"6042","MAU-00870",2013,4.46000003814697,"2013-09-07"
"6043","MAU-00870",2014,10.1099996566772,"2014-09-04"
"6044","MAU-00870",2015,0,"2015-01-01"
"6045","MAU-00870",2016,5.15000009536743,"2016-08-12"
"6046","MAU-00870",2017,6.40000009536743,"2017-08-21"
"6047","MAU-00870",2018,0,"2018-01-01"
"6048","MAU-00870",2019,2.78999996185303,"2019-08-03"
"6049","MAU-00957",2013,4.46000003814697,"2013-09-07"
"6050","MAU-00957",2014,10.1099996566772,"2014-09-04"
"6051","MAU-00957",2015,0,"2015-01-01"
"6052","MAU-00957",2016,5.15000009536743,"2016-08-12"
"6053","MAU-00957",2017,6.40000009536743,"2017-08-21"
"6054","MAU-00957",2018,0,"2018-01-01"
"6055","MAU-00957",2019,2.78999996185303,"2019-08-03"
"6056","MAU-00996",2013,4.46000003814697,"2013-09-07"
"6057","MAU-00996",2014,10.1099996566772,"2014-09-04"
"6058","MAU-00996",2015,0,"2015-01-01"
"6059","MAU-00996",2016,5.15000009536743,"2016-08-12"
"6060","MAU-00996",2017,6.40000009536743,"2017-08-21"
"6061","MAU-00996",2018,0,"2018-01-01"
"6062","MAU-00996",2019,2.78999996185303,"2019-08-03"
"6063","MAU-00944",2013,4.46000003814697,"2013-09-07"
"6064","MAU-00944",2014,10.1099996566772,"2014-09-04"
"6065","MAU-00944",2015,0,"2015-01-01"
"6066","MAU-00944",2016,5.15000009536743,"2016-08-12"
"6067","MAU-00944",2017,6.40000009536743,"2017-08-21"
"6068","MAU-00944",2018,0,"2018-01-01"
"6069","MAU-00944",2019,2.78999996185303,"2019-08-03"
"6070","MAU-00984",2013,4.46000003814697,"2013-09-07"
"6071","MAU-00984",2014,10.1099996566772,"2014-09-04"
"6072","MAU-00984",2015,0,"2015-01-01"
"6073","MAU-00984",2016,5.15000009536743,"2016-08-12"
"6074","MAU-00984",2017,6.40000009536743,"2017-08-21"
"6075","MAU-00984",2018,0,"2018-01-01"
"6076","MAU-00984",2019,2.78999996185303,"2019-08-03"
"6077","MAU-00992",2013,4.46000003814697,"2013-09-07"
"6078","MAU-00992",2014,10.1099996566772,"2014-09-04"
"6079","MAU-00992",2015,0,"2015-01-01"
"6080","MAU-00992",2016,5.15000009536743,"2016-08-12"
"6081","MAU-00992",2017,6.40000009536743,"2017-08-21"
"6082","MAU-00992",2018,0,"2018-01-01"
"6083","MAU-00992",2019,2.78999996185303,"2019-08-03"
"6084","MAU-00884",2013,4.46000003814697,"2013-09-07"
"6085","MAU-00884",2014,10.1099996566772,"2014-09-04"
"6086","MAU-00884",2015,0,"2015-01-01"
"6087","MAU-00884",2016,5.15000009536743,"2016-08-12"
"6088","MAU-00884",2017,6.40000009536743,"2017-08-21"
"6089","MAU-00884",2018,0,"2018-01-01"
"6090","MAU-00884",2019,2.78999996185303,"2019-08-03"
"6091","MAU-00953",2013,4.46000003814697,"2013-09-07"
"6092","MAU-00953",2014,10.1099996566772,"2014-09-04"
"6093","MAU-00953",2015,0,"2015-01-01"
"6094","MAU-00953",2016,5.15000009536743,"2016-08-12"
"6095","MAU-00953",2017,6.40000009536743,"2017-08-21"
"6096","MAU-00953",2018,0,"2018-01-01"
"6097","MAU-00953",2019,2.78999996185303,"2019-08-03"
"6098","MAU-01000",2013,4.46000003814697,"2013-09-07"
"6099","MAU-01000",2014,10.1099996566772,"2014-09-04"
"6100","MAU-01000",2015,0,"2015-01-01"
"6101","MAU-01000",2016,5.15000009536743,"2016-08-12"
"6102","MAU-01000",2017,6.40000009536743,"2017-08-21"
"6103","MAU-01000",2018,0,"2018-01-01"
"6104","MAU-01000",2019,2.78999996185303,"2019-08-03"
"6105","MAU-00913",2013,4.46000003814697,"2013-09-07"
"6106","MAU-00913",2014,10.1099996566772,"2014-09-04"
"6107","MAU-00913",2015,0,"2015-01-01"
"6108","MAU-00913",2016,5.15000009536743,"2016-08-12"
"6109","MAU-00913",2017,6.40000009536743,"2017-08-21"
"6110","MAU-00913",2018,0,"2018-01-01"
"6111","MAU-00913",2019,2.78999996185303,"2019-08-03"
"6112","MAU-00855",2013,4.46000003814697,"2013-09-07"
"6113","MAU-00855",2014,10.1099996566772,"2014-09-04"
"6114","MAU-00855",2015,0,"2015-01-01"
"6115","MAU-00855",2016,5.15000009536743,"2016-08-12"
"6116","MAU-00855",2017,6.40000009536743,"2017-08-21"
"6117","MAU-00855",2018,0,"2018-01-01"
"6118","MAU-00855",2019,2.78999996185303,"2019-08-03"
"6119","MAU-00951",2013,4.46000003814697,"2013-09-07"
"6120","MAU-00951",2014,10.1099996566772,"2014-09-04"
"6121","MAU-00951",2015,0,"2015-01-01"
"6122","MAU-00951",2016,5.15000009536743,"2016-08-12"
"6123","MAU-00951",2017,6.40000009536743,"2017-08-21"
"6124","MAU-00951",2018,0,"2018-01-01"
"6125","MAU-00951",2019,2.78999996185303,"2019-08-03"
"6126","MAU-00997",2013,4.46000003814697,"2013-09-07"
"6127","MAU-00997",2014,10.1099996566772,"2014-09-04"
"6128","MAU-00997",2015,0,"2015-01-01"
"6129","MAU-00997",2016,5.15000009536743,"2016-08-12"
"6130","MAU-00997",2017,6.40000009536743,"2017-08-21"
"6131","MAU-00997",2018,0,"2018-01-01"
"6132","MAU-00997",2019,2.78999996185303,"2019-08-03"
"6133","MAU-00999",2013,4.46000003814697,"2013-09-07"
"6134","MAU-00999",2014,10.1099996566772,"2014-09-04"
"6135","MAU-00999",2015,0,"2015-01-01"
"6136","MAU-00999",2016,5.15000009536743,"2016-08-12"
"6137","MAU-00999",2017,6.40000009536743,"2017-08-21"
"6138","MAU-00999",2018,0,"2018-01-01"
"6139","MAU-00999",2019,2.78999996185303,"2019-08-03"
"6140","MAI-01587",2013,0,"2013-01-02"
"6141","MAI-01587",2014,0.790000021457672,"2014-09-24"
"6142","MAI-01587",2015,8.23999977111816,"2015-09-30"
"6143","MAI-01587",2016,0,"2016-01-02"
"6144","MAI-01587",2017,0.170000001788139,"2017-09-14"
"6145","MAI-01587",2018,0,"2018-01-01"
"6146","MAI-01587",2019,8.09000015258789,"2019-10-16"
"6147","MAI-01449",2013,0,"2013-01-02"
"6148","MAI-01449",2014,0.790000021457672,"2014-09-24"
"6149","MAI-01449",2015,8.23999977111816,"2015-09-30"
"6150","MAI-01449",2016,0,"2016-01-02"
"6151","MAI-01449",2017,0.170000001788139,"2017-09-14"
"6152","MAI-01449",2018,0,"2018-01-01"
"6153","MAI-01449",2019,8.09000015258789,"2019-10-16"
"6154","MAI-01567",2013,0,"2013-01-02"
"6155","MAI-01567",2014,0,"2014-01-02"
"6156","MAI-01567",2015,5.98000001907349,"2015-09-28"
"6157","MAI-01567",2016,0,"2016-01-02"
"6158","MAI-01567",2017,0,"2017-01-01"
"6159","MAI-01567",2018,0,"2018-01-01"
"6160","MAI-01567",2019,2.98000001907349,"2019-10-20"
"6161","MAI-01488",2013,0,"2013-01-02"
"6162","MAI-01488",2014,0,"2014-01-02"
"6163","MAI-01488",2015,5.44999980926514,"2015-09-28"
"6164","MAI-01488",2016,0,"2016-01-02"
"6165","MAI-01488",2017,0,"2017-01-01"
"6166","MAI-01488",2018,0,"2018-01-01"
"6167","MAI-01488",2019,2.82999992370605,"2019-10-13"
"6168","MAI-01571",2013,0,"2013-01-02"
"6169","MAI-01571",2014,0,"2014-01-02"
"6170","MAI-01571",2015,5.07999992370605,"2015-09-28"
"6171","MAI-01571",2016,0,"2016-01-02"
"6172","MAI-01571",2017,0,"2017-01-01"
"6173","MAI-01571",2018,0,"2018-01-01"
"6174","MAI-01571",2019,2.76999998092651,"2019-10-13"
"6175","MAI-01502",2013,0,"2013-01-02"
"6176","MAI-01502",2014,0.150000005960464,"2014-10-07"
"6177","MAI-01502",2015,4.92999982833862,"2015-09-28"
"6178","MAI-01502",2016,0,"2016-01-02"
"6179","MAI-01502",2017,0,"2017-01-01"
"6180","MAI-01502",2018,0,"2018-01-01"
"6181","MAI-01502",2019,2.25,"2019-10-13"
"6182","MAI-01443",2013,0,"2013-01-02"
"6183","MAI-01443",2014,0.640000000596046,"2014-09-24"
"6184","MAI-01443",2015,7.9449999332428,"2015-09-30"
"6185","MAI-01443",2016,0,"2016-01-02"
"6186","MAI-01443",2017,0.225000008940697,"2017-09-16"
"6187","MAI-01443",2018,0,"2018-01-01"
"6188","MAI-01443",2019,8.125,"2019-10-16"
"6189","MAI-01478",2013,0,"2013-01-02"
"6190","MAI-01478",2014,0,"2014-01-02"
"6191","MAI-01478",2015,7.09999990463257,"2015-09-28"
"6192","MAI-01478",2016,0,"2016-01-02"
"6193","MAI-01478",2017,0,"2017-01-01"
"6194","MAI-01478",2018,0,"2018-01-01"
"6195","MAI-01478",2019,8.51000022888184,"2019-10-16"
"6196","MAI-00928",2013,0,"2013-01-02"
"6197","MAI-00928",2014,0,"2014-01-02"
"6198","MAI-00928",2015,6.71999979019165,"2015-09-28"
"6199","MAI-00928",2016,0,"2016-01-02"
"6200","MAI-00928",2017,0,"2017-01-01"
"6201","MAI-00928",2018,0,"2018-01-01"
"6202","MAI-00928",2019,7.69000005722046,"2019-10-16"
"6203","MAI-00928",2013,0,"2013-01-02"
"6204","MAI-00928",2014,0,"2014-01-02"
"6205","MAI-00928",2015,6.71999979019165,"2015-09-28"
"6206","MAI-00928",2016,0,"2016-01-02"
"6207","MAI-00928",2017,0,"2017-01-01"
"6208","MAI-00928",2018,0,"2018-01-01"
"6209","MAI-00928",2019,7.69000005722046,"2019-10-16"
"6210","MAI-00928",2013,0,"2013-01-02"
"6211","MAI-00928",2014,0,"2014-01-02"
"6212","MAI-00928",2015,6.71999979019165,"2015-09-28"
"6213","MAI-00928",2016,0,"2016-01-02"
"6214","MAI-00928",2017,0,"2017-01-01"
"6215","MAI-00928",2018,0,"2018-01-01"
"6216","MAI-00928",2019,7.69000005722046,"2019-10-16"
"6217","MAI-00929",2013,0,"2013-01-02"
"6218","MAI-00929",2014,0,"2014-01-02"
"6219","MAI-00929",2015,6.71999979019165,"2015-09-28"
"6220","MAI-00929",2016,0,"2016-01-02"
"6221","MAI-00929",2017,0,"2017-01-01"
"6222","MAI-00929",2018,0,"2018-01-01"
"6223","MAI-00929",2019,7.69000005722046,"2019-10-16"
"6224","MAI-00929",2013,0,"2013-01-02"
"6225","MAI-00929",2014,0,"2014-01-02"
"6226","MAI-00929",2015,6.71999979019165,"2015-09-28"
"6227","MAI-00929",2016,0,"2016-01-02"
"6228","MAI-00929",2017,0,"2017-01-01"
"6229","MAI-00929",2018,0,"2018-01-01"
"6230","MAI-00929",2019,7.69000005722046,"2019-10-16"
"6231","MAI-00929",2013,0,"2013-01-02"
"6232","MAI-00929",2014,0,"2014-01-02"
"6233","MAI-00929",2015,6.71999979019165,"2015-09-28"
"6234","MAI-00929",2016,0,"2016-01-02"
"6235","MAI-00929",2017,0,"2017-01-01"
"6236","MAI-00929",2018,0,"2018-01-01"
"6237","MAI-00929",2019,7.69000005722046,"2019-10-16"
"6238","MAI-00930",2013,0,"2013-01-02"
"6239","MAI-00930",2014,0,"2014-01-02"
"6240","MAI-00930",2015,6.71999979019165,"2015-09-28"
"6241","MAI-00930",2016,0,"2016-01-02"
